"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SI","2022-09-25","92.9","-1.84","5.68","Marte, Ketel",606466,596001,"single","hit_into_play",,,,,5,"Ketel Marte singles on a line drive to left fielder LaMonte Wade Jr.","R","L","R","AZ","SF","X",7,"line_drive",0,0,2022,"-1.15","0.68","-0.2","2.48",,,,2,8,"Bot",59.06,114.68,,,663698,,,6.674513992401622,-135.02609861406748,-3.817210572062981,-15.587106775710936,31.661367104449667,-23.184884182665158,"3.59","1.73",197,"91.2",11,"92.1",2303,"6",663280,596001,663698,605204,642731,446334,543063,664774,596103,573262,"54.47",0.74,0.709,"0.9",1,1,0,4,66,1,"Sinker",1,2,1,2,2,1,1,2,"Infield shift","Standard",211,"0.037","0.118"
"SI","2022-09-25","92.6","-1.72","5.76","Marte, Ketel",606466,596001,"field_out","hit_into_play",,,,,9,"Ketel Marte grounds out, second baseman Ford Proctor to first baseman J.  D. Davis.","R","L","R","AZ","SF","X",4,"ground_ball",2,1,2022,"-1.05","0.8","0.3","2.02",,,,0,6,"Bot",160.9,135.74,,,642851,,,7.402436337635691,-134.63773334474826,-5.463150401882926,-14.385205812843049,29.4049906864494,-21.396064383602543,"3.59","1.73",25,"93.6",-3,"92.2",2316,"6.1",663280,596001,642851,605204,665154,613564,543063,642731,573262,664774,"54.41",0.28,0.262,"0",1,0,0,2,44,4,"Sinker",1,0,1,0,0,1,1,0,"Infield shift","Strategic",204,"-0.021","-0.261"
"SI","2022-09-25","93","-1.84","5.81","Marte, Ketel",606466,596001,"field_out","hit_into_play",,,,,8,"Ketel Marte grounds out, pitcher Jakob Junis to first baseman J.  D. Davis.","R","L","R","AZ","SF","X",1,"ground_ball",1,0,2022,"-1.13","0.79","0.25","2.23",,,,2,3,"Bot",136.04,190.13,,,642851,,,7.798961066974489,-135.08578745751734,-5.065458923667527,-15.541694722662047,32.088601068040155,-21.51749369233728,"3.59","1.73",1,"70.8",-69,"92.1",2245,"6",663280,596001,642851,605204,665154,613564,543063,642731,573262,664774,"54.45",0.254,0.231,"0",1,0,0,2,24,2,"Sinker",0,0,0,0,0,0,0,0,"Infield shift","Standard",219,"-0.012","-0.114"
"SI","2022-09-25","93.3","1.8","5.76","Marte, Ketel",606466,518397,"field_out","hit_into_play",,,,,8,"Ketel Marte grounds out, shortstop Brandon Crawford to first baseman J.  D. Davis.","R","R","L","AZ","SF","X",6,"ground_ball",0,0,2022,"1.19","0.28","0.26","1.65",,,,0,1,"Bot",107.3,155.17,,,642851,,,-6.552501663705949,-135.67651979002193,-5.409400946603738,16.081102550813064,30.09364067357632,-27.71503236736213,"3.59","1.73",1,"93.1",-52,"93",2189,"6.2",663280,518397,642851,605204,665154,613564,543063,642731,573262,664774,"54.33",0.126,0.117,"0",1,0,0,2,6,1,"Sinker",0,0,0,0,0,0,0,0,"Infield shift","Strategic",135,"-0.021","-0.221"
"SI","2022-09-24","94.1","-2.15","5.79","Marte, Ketel",606466,502171,"field_out","hit_into_play",,,,,4,"Ketel Marte grounds out sharply, shortstop Brandon Crawford to first baseman Wilmer Flores.","R","L","R","AZ","SF","X",6,"ground_ball",2,0,2022,"-1.34","0.45","-0.47","2.96",,,656976,2,5,"Bot",135.26,147.84,,,663698,,,7.274724945439237,-136.81482484223437,-2.5647568585422436,-18.47523633146921,32.61979234891492,-26.125331868327063,"3.59","1.73",49,"105.9",-1,"93",2126,"5.9",663281,502171,663698,527038,665154,613564,543063,664774,596103,573262,"54.63",0.46,0.438,"0",1,0,0,4,42,3,"Sinker",5,1,5,1,1,5,5,1,"Infield shift","Standard",221,"-0.005","-0.295"
"FS","2022-09-24","91.2","-2.23","5.74","Marte, Ketel",606466,502171,"field_out","hit_into_play",,,,,13,"Ketel Marte lines out to center fielder Austin Slater.","R","L","R","AZ","SF","X",8,"line_drive",3,1,2022,"-1.4","0.55","-1.05","2.05",,662139,572233,0,4,"Bot",111.85,73.34,,,663698,,,5.907079592485222,-132.5035012024234,-4.458486177803258,-17.742443065118476,31.420699523772914,-24.88926098985608,"3.59","1.73",314,"85.1",26,"89.9",1762,"5.8",663281,502171,663698,527038,665154,613564,543063,664774,596103,573262,"54.66",0.137,0.147,"0",1,0,0,3,30,5,"Split-Finger",1,1,1,1,1,1,1,1,"Standard","Standard",229,"-0.059","-0.856"
"FS","2022-09-24","90.1","-2.14","5.91","Marte, Ketel",606466,502171,"field_out","hit_into_play",,,,,7,"Ketel Marte flies out to left fielder LaMonte Wade Jr.","R","L","R","AZ","SF","X",7,"fly_ball",3,2,2022,"-1.34","0.35","-0.75","2.13",,,,1,2,"Bot",76.36,100.59,,,663698,,,6.221976390052342,-130.98305617465948,-4.086516821545461,-16.79674981764412,29.43451179593636,-27.48635434346605,"3.59","1.73",274,"90.7",50,"88.8",1696,"5.7",663281,502171,663698,527038,665154,613564,543063,664774,596103,573262,"54.83",0.014,0.018,"0",1,0,0,3,12,7,"Split-Finger",0,0,0,0,0,0,0,0,"Infield shift","Standard",226,"-0.016","-0.207"
"CH","2022-09-24","80.4","-1.92","6.1","Marte, Ketel",606466,605194,"double","hit_into_play",,,,,7,"Ketel Marte doubles (42) on a sharp line drive to right fielder Jason Vosler.   Christian Walker to 3rd.","R","L","R","AZ","SF","X",9,"line_drive",0,2,2022,"-1.16","0.76","-0.42","1.67",,,572233,1,8,"Bot",213.29,90.55,,,663698,,,5.469173702633643,-116.883407872032,-4.499652892807363,-11.703024559814727,22.652376937252267,-24.550835655923184,"3.59","1.73",299,"100.7",16,"79.3",2445,"5.7",663281,605194,663698,527038,665154,446334,543063,605204,596103,613564,"54.85",0.566,0.598,"1.25",1,1,1,4,61,3,"Changeup",5,2,5,2,2,5,5,2,"Infield shift","Strategic",243,"0.01","1.022"
"FF","2022-09-23","95.2","1.9","6.41","Marte, Ketel",606466,607074,"field_out","hit_into_play",,,,,3,"Ketel Marte pops out to second baseman Wilmer Flores.","R","R","L","AZ","SF","X",4,"popup",1,2,2022,"0.88","1.54","0.68","3.48",,,672695,0,5,"Bot",147.42,157.47,,,642851,,,-5.1529187228712745,-138.46983676866486,-5.462554124744069,12.434526630320907,32.6013952151482,-11.419864512335817,"3.59","1.72",140,"84.7",67,"94.7",2423,"6.1",663282,607074,642851,605204,527038,446334,543063,670768,596103,573262,"54.35",0.003,0.003,"0",1,0,0,3,42,4,"4-Seam Fastball",2,5,2,5,5,2,2,5,"Standard","Standard",146,"-0.04","-0.249"
"FF","2022-09-23","95.4","1.92","6.47","Marte, Ketel",606466,607074,"walk","ball",,,,,12,"Ketel Marte walks.","R","R","L","AZ","SF","B",,,3,1,2022,"0.71","1.61","1.01","3.68",,,,2,3,"Bot",,,,,642851,,,-4.003850628386026,-138.74897695226693,-5.258035786670303,10.128690370453219,35.424264891901636,-10.45597728879953,"3.59","1.73",,,,"94.8",2500,"6.3",663282,607074,642851,605204,527038,446334,543063,670768,596103,573262,"54.19",,,"0.7",1,0,0,,22,5,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",150,"0.015","0.065"
"SL","2022-09-23","83","-2.29","4.97","Marte, Ketel",606466,571946,"double","hit_into_play",,,,,4,"Ketel Marte doubles (41) on a ground ball to right fielder LaMonte Wade Jr.","R","L","R","AZ","SF","X",9,"ground_ball",0,2,2022,"1.24","0.4","-0.38","2.31",,,,2,8,"Bot",186.95,105.28,,,663698,,,1.9731690817366412,-120.83713617402965,-0.3301659500207489,11.586945781842761,26.153025048745054,-28.422024748538874,"3.59","1.72",130,"108.1",6,"84.2",2576,"7.3",663282,571946,663698,605204,527038,446334,543063,592626,573262,664774,"53.19",0.634,0.59,"1.25",1,1,1,4,73,3,"Slider",5,5,5,5,5,5,5,5,"Infield shift","Standard",76,"0.056","0.261"
"SL","2022-09-23","84.1","-2.22","5.15","Marte, Ketel",606466,571946,"strikeout","called_strike",,,,,5,"Ketel Marte called out on strikes.","R","L","R","AZ","SF","S",2,,0,2,2022,"1.28","0.62","-0.1","2.97",,,672695,1,6,"Bot",,,,,642851,,,2.4308446818254197,-122.45540284851697,0.15599552890198065,12.377001203769346,24.96104099597279,-26.230998251874155,"3.62","1.79",,,,"85.6",2528,"7.3",663282,571946,642851,605204,527038,446334,543063,592626,596103,573262,"53.22",,,"0",1,0,0,,55,3,"Slider",5,5,5,5,5,5,5,5,"Infield shift","Standard",62,"-0.041","-0.179"
"FF","2022-09-23","92.5","1.95","6.6","Marte, Ketel",606466,607074,"field_out","hit_into_play",,,,,11,"Ketel Marte pops out to catcher Austin Wynns in foul territory.","R","R","L","AZ","SF","X",2,"popup",1,0,2022,"0.29","1.56","-0.18","4.02",,,,0,1,"Bot",123.82,206.17,,,642851,,,-6.043359162602188,-134.5552124110198,-4.107839915583447,4.92154699976822,31.571562486253278,-12.600044079995252,"3.59","1.72",8,"76.7",89,"92",2213,"6.2",663282,607074,642851,605204,527038,446334,543063,670768,596103,573262,"54.31",0.009,0.008,"0",1,0,0,3,4,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",147,"-0.021","-0.255"
"CU","2022-09-22","83.4","1.39","6.07","Marte, Ketel",606466,628711,"field_out","hit_into_play",,,,,5,"Ketel Marte grounds out, second baseman Gavin Lux to first baseman Freddie Freeman.","R","R","L","LAD","AZ","X",4,"ground_ball",3,2,2022,"-1.14","-0.31","0","2.47",,,672695,2,5,"Top",116.55,154.82,,,669257,,,-0.9626652609258797,-121.48942109357404,-1.2378323984328061,-11.09129507404039,24.271412098390744,-35.165730700311286,"3.59","1.71",5,"89.2",-24,"82.3",2999,"5.5",662586,628711,669257,518692,666158,571970,607208,572204,641355,608336,"54.96",0.094,0.092,"0",1,0,0,2,33,6,"Curveball",1,1,1,1,1,1,1,1,"Infield shift","Standard",258,"0.031","-0.256"
"FF","2022-09-22","92.6","1.72","5.92","Marte, Ketel",606466,628711,"walk","ball",,,,,12,"Ketel Marte walks.","R","R","L","LAD","AZ","B",,,3,2,2022,"0.13","1.26","0.62","5.07",642727,662139,,1,3,"Top",,,,,669257,,,-3.0470339549732346,-134.93839853029058,0.828948412082258,2.2899841359022046,28.566448502390116,-17.083416109163814,"3.58","1.72",,,,"91.2",2602,"5.3",662586,628711,669257,518692,666158,571970,607208,572204,641355,608336,"55.21",,,"0.7",1,0,0,,16,6,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",161,"-0.012","0.31"
"FC","2022-09-22","96.2","-1.7","6.02","Marte, Ketel",606466,660813,"field_out","hit_into_play",,,,,5,"Ketel Marte grounds out, first baseman Freddie Freeman to pitcher Brusdar Graterol.","R","L","R","LAD","AZ","X",3,"ground_ball",2,2,2022,"-0.1","0.64","0.16","2.8",,,,1,8,"Top",155.92,157.84,,,669257,,,5.127021257444721,-140.07248070641472,-4.448052321512304,-2.348717786695026,28.147449853672327,-22.90790302254622,"3.59","1.71",6,"88.3",-26,"96",2374,"5.9",662586,660813,669257,518692,666158,571970,607208,572204,641355,608336,"54.58",0.06,0.054,"0",1,0,0,2,51,7,"Cutter",1,1,1,1,1,1,1,1,"Infield shift","Standard",208,"0.034","-0.134"
"CH","2022-09-22","84.1","1.71","5.89","Marte, Ketel",606466,628711,"strikeout","called_strike",,,,,14,"Ketel Marte called out on strikes.","R","R","L","LAD","AZ","S",2,,1,2,2022,"1.26","0.68","0.31","1.5",,,,0,1,"Top",,,,,669257,,,-5.677581277690996,-122.43267817473193,-5.14731757024662,13.81305488739047,22.25091095786659,-24.531420559646175,"3.61","1.72",,,,"83.4",1886,"5.6",662586,628711,669257,518692,666158,571970,607208,572204,641355,608336,"54.9",,,"0",1,0,0,,1,4,"Changeup",0,0,0,0,0,0,0,0,"Infield shift","Standard",128,"0.022","-0.158"
"CU","2022-09-20","78.2","-1.06","5.85","Marte, Ketel",606466,675627,"field_out","hit_into_play",,,,,7,"Ketel Marte lines out to left fielder Miguel Vargas.","R","L","R","LAD","AZ","X",7,"line_drive",1,0,2022,"0.4","-1.17","-0.75","1.89",,,,1,5,"Top",62.8,72.09,,,605131,,,-0.07820186387741618,-113.8651557231623,0.48411156074372896,3.523257278857808,21.091427817400312,-42.65333037439511,"3.59","1.72",349,"99.8",22,"78.5",2476,"6.5",662621,675627,605131,518692,621035,457759,607208,678246,572204,608336,"53.99",0.374,0.482,"0",1,0,0,5,44,2,"Curveball",1,4,4,1,4,1,4,1,"Infield shift","Standard",32,"0.009","-0.178"
"CU","2022-09-20","80.3","-1.18","5.93","Marte, Ketel",606466,675627,"strikeout","swinging_strike_blocked",,,,,14,"Ketel Marte strikes out swinging.","R","L","R","LAD","AZ","S",2,,0,2,2022,"0.6","-1.02","0.42","0.1",,682998,664983,1,3,"Top",,,,,605131,,,2.4247502174064963,-116.91208583432334,-4.314515010100115,5.064966740797323,22.132421811394114,-40.88836894241465,"3.59","1.72",,,,"80.7",2501,"6.6",662621,675627,605131,518692,621035,457759,607208,678246,572204,608336,"53.95",,,"0",1,0,0,,24,3,"Curveball",1,2,2,1,2,1,2,1,"Infield shift","Standard",32,"0.041","-0.296"
"FF","2022-09-20","91.6","1.78","6.16","Marte, Ketel",606466,542881,"field_out","hit_into_play",,,,,4,"Ketel Marte pops out to first baseman Freddie Freeman in foul territory.","R","R","L","LAD","AZ","X",3,"popup",0,1,2022,"0.69","1.48","-0.32","2.82",,,,1,3,"Top",151.56,193.58,,,669257,,,-6.775295338898496,-133.06693552112694,-5.727907339872398,9.708400484978965,29.74394545231019,-13.599250235973155,"3.58","1.71",66,"69.7",77,"91.3",2200,"6.3",662607,542881,669257,518692,666158,571970,607208,621035,641355,605141,"54.21",0.006,0.006,"0",1,0,0,3,19,2,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Infield shift","Standard",145,"0.016","-0.132"
"FF","2022-09-20","92.8","-1.4","5.57","Marte, Ketel",606466,686752,"strikeout","swinging_strike",,,,,1,"Ketel Marte strikes out swinging.","R","L","R","LAD","AZ","S",2,,2,2,2022,"-0.72","1.41","-0.61","3.23",,,,0,7,"Top",,,,,605131,,,3.6621016638636963,-135.26360253754788,-3.3851820732187456,-9.672203235912635,26.60540091698978,-14.239675759173563,"3.59","1.72",,,,"94.5",1971,"7",662621,686752,605131,518692,621035,457759,593643,678246,572204,608336,"53.53",,,"0",1,0,0,,61,5,"4-Seam Fastball",1,5,5,1,5,1,5,1,"Infield shift","Standard",145,"0.005","-0.195"
"FF","2022-09-20","93.4","-1.34","5.98","Marte, Ketel",606466,675627,"double","hit_into_play",,,,,1,"Ketel Marte doubles (40) on a sharp line drive to center fielder Trayce Thompson.","R","L","R","LAD","AZ","X",8,"line_drive",1,2,2022,"-0.63","1.43","-0.4","3.15",,,,0,2,"Top",149.6,43.58,,,605131,,,3.828410356061569,-136.04607720068543,-4.740932682153786,-8.616324266739467,28.252781499268487,-13.51076004838163,"3.59","1.72",388,"105.4",20,"93.8",2144,"6.3",662621,675627,605131,518692,621035,457759,607208,678246,572204,608336,"54.16",0.643,0.919,"1.25",1,1,1,6,11,4,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Infield shift","Standard",204,"-0.066","0.697"
"FF","2022-09-20","95.2","-2.36","5.33","Marte, Ketel",606466,641360,"home_run","hit_into_play",,,,,9,"Ketel Marte homers (12) on a fly ball to center field.","R","L","R","LAD","AZ","X",,"fly_ball",1,0,2022,"-0.5","1.51","0.34","1.88",,,,2,7,"Top",123.55,34.59,,,669257,,,8.2972089887635,-138.31051454991632,-6.855076737558998,-8.299855233664315,30.088907469503507,-11.46760864303152,"3.58","1.71",407,"103",27,"96",2529,"6.8",662607,641360,669257,518692,666158,571970,607208,621035,641355,605141,"53.71",0.76,1.451,"2",1,0,3,6,54,2,"4-Seam Fastball",2,3,3,2,4,2,4,2,"Infield shift","Standard",208,"-0.141","0.985"
"CH","2022-09-20","81.6","1.98","6.14","Marte, Ketel",606466,542881,"field_out","hit_into_play",,,,,14,"Ketel Marte flies out to right fielder Mookie Betts.","R","R","L","LAD","AZ","X",9,"fly_ball",2,0,2022,"1.05","0.76","0.7","1.24",,,,1,1,"Top",170.98,85.22,,,669257,,,-4.879924496098627,-118.72329992093765,-5.899170218221719,10.817254404434461,22.033528574123398,-24.074368106050386,"3.58","1.71",302,"91.5",47,"81.5",1925,"6.1",662607,542881,669257,518692,666158,571970,607208,621035,641355,605141,"54.35",0.003,0.003,"0",1,0,0,3,2,3,"Changeup",0,0,0,0,0,0,0,0,"Infield shift","Standard",126,"0.015","-0.222"
"SL","2022-09-19","85.8","1.38","6.16","Marte, Ketel",606466,477132,"field_out","hit_into_play",,,,,2,"Ketel Marte flies out to left fielder Joey Gallo.","R","R","L","LAD","AZ","X",7,"fly_ball",2,1,2022,"-0.62","0.49","-0.23","3",,,,0,6,"Top",90.69,120.98,,,669257,,,-2.554924538618268,-125.04381735367706,-2.2694284868905275,-6.073169811271778,23.376198199370716,-26.758015583414316,"3.58","1.72",215,"94",58,"86.4",2659,"6.5",662622,477132,669257,518692,666158,571970,607208,608336,641355,605141,"54.05",0.006,0.005,"0",1,0,0,3,42,4,"Slider",5,1,1,5,1,5,1,5,"Infield shift","Standard",225,"0.015","-0.261"
"SL","2022-09-19","88.4","1.41","6.11","Marte, Ketel",606466,477132,"strikeout","foul_tip",,,,,7,"Ketel Marte strikes out on a foul tip.","R","R","L","LAD","AZ","S",2,,2,2,2022,"-0.52","0.76","-0.36","1.73",,,,2,3,"Top",,,,,669257,,,-3.2321328253170947,-128.5751758366659,-6.174760615320854,-5.1129204351228505,27.099978678439328,-22.629787466794742,"3.58","1.72",,,,"88.6",2608,"6.5",662622,477132,669257,518692,666158,571970,607208,608336,641355,605141,"54.05",,,"0",1,0,0,,19,5,"Slider",1,0,0,1,0,1,0,1,"Infield shift","Standard",188,"0.012","-0.083"
"CH","2022-09-19","88","-1.41","5.73","Marte, Ketel",606466,592454,"field_out","hit_into_play",,,,,1,"Ketel Marte grounds out, second baseman Gavin Lux to first baseman Freddie Freeman.","R","L","R","LAD","AZ","X",4,"ground_ball",1,2,2022,"-0.87","0.36","-0.43","3.11",,,,1,8,"Top",152.07,165.96,,,669257,,,4.202721297342491,-128.23163184772656,-1.0511611343530363,-10.43165064290683,24.783144031540623,-28.20527862882719,"3.58","1.72",4,"82.1",-39,"88.8",1216,"6.6",662622,592454,669257,518692,666158,571970,607208,608336,641355,605141,"53.92",0.071,0.064,"0",1,0,0,2,58,4,"Changeup",5,1,1,5,1,5,1,5,"Infield shift","Standard",250,"0.007","-0.112"
"FF","2022-09-19","91.4","1.51","6.13","Marte, Ketel",606466,477132,"strikeout","called_strike",,,,,12,"Ketel Marte called out on strikes.","R","R","L","LAD","AZ","S",2,,1,2,2022,"-0.25","1.43","0.93","3.3",,,,1,1,"Top",,,,,669257,,,-0.9195452549946308,-133.09488175590093,-4.38717276677809,-2.8409399069022463,27.136082603551102,-14.43057079120127,"3.5","1.69",,,,"91.8",2431,"6.4",662622,477132,669257,518692,666158,571970,607208,608336,641355,605141,"54.14",,,"0",1,0,0,,2,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",171,"0.015","-0.112"
"FC","2022-09-18","86.5","-2.44","5.59","Marte, Ketel",606466,506433,"walk","ball",,,,,6,"Ketel Marte walks.","R","L","R","AZ","SD","B",,,3,1,2022,"0.42","0.06","0.66","2.97",,,,1,5,"Bot",,,,,543592,,,6.571248224938493,-125.83542113395886,-0.17275936590105523,3.212824724884651,24.7163287329105,-31.6970852358828,"3.66","1.68",,,,"87.2",2768,"6.7",663287,506433,543592,571976,630105,592273,673490,595777,640492,665742,"53.84",,,"0.7",1,0,0,,35,5,"Cutter",0,4,0,4,4,0,0,4,"Infield shift","Standard",98,"0.021","0.163"
"FS","2022-09-18","90.4","-2.23","5.64","Marte, Ketel",606466,506433,"strikeout","foul_tip",,,,,13,"Ketel Marte strikes out on a foul tip.","R","L","R","AZ","SD","S",2,,1,2,2022,"-0.77","0.58","-0.3","0.56",,,,1,2,"Bot",,,,,543592,,,6.483395028525873,-131.23390990408956,-7.94766604758143,-10.260553423474963,29.009219351782626,-23.90325918681208,"3.58","1.72",,,,"90.7",1235,"6.7",663287,506433,543592,571976,630105,592273,673490,595777,640492,665742,"53.81",,,"0",1,0,0,,14,4,"Split-Finger",0,2,0,2,2,0,0,2,"Infield shift","Standard",214,"-0.017","-0.112"
"CH","2022-09-18","84.4","1.8","5.94","Marte, Ketel",606466,670970,"sac_fly","hit_into_play",,,,,8,"Ketel Marte out on a sacrifice fly to center fielder Jose Azocar.   Daulton Varsho scores.    Christian Walker to 3rd.","R","R","L","AZ","SD","X",8,"fly_ball",0,1,2022,"1.01","0.68","0.21","2.26",662139,572233,,1,9,"Bot",127.17,47.36,,,543592,,,-5.74315738479838,-122.79807335539986,-3.5725247507336375,11.372409268679434,24.15683753568372,-24.739162497842383,"3.58","1.72",375,"96.2",24,"84.8",873,"6.5",663287,670970,543592,571976,630105,592273,673490,595777,640492,665742,"53.96",0.211,0.262,"0",1,0,0,5,71,2,"Changeup",0,6,0,6,6,1,1,6,"Standard","Standard",106,"-0.007","-0.292"
"CH","2022-09-18","92.3","-1.65","6.12","Marte, Ketel",606466,663158,"double","hit_into_play",,,,,13,"Ketel Marte doubles (39) on a line drive to left fielder Jurickson Profar.","R","L","R","AZ","SD","X",7,"line_drive",2,2,2022,"-1.35","0.46","-0.87","2.49",,,,1,7,"Bot",72.18,58.34,,,543592,,,4.9383754790908965,-134.30513376198255,-4.3789903958186525,-17.417568717821645,31.58173089291253,-25.851964647790425,"3.58","1.72",281,"99.4",12,"92.3",1855,"6.5",663287,663158,543592,571976,630105,592273,673490,595777,640492,665742,"54.03",0.906,0.88,"1.25",1,1,1,4,51,5,"Changeup",0,4,0,4,4,0,0,4,"Infield shift","Standard",237,"0.026","0.442"
"SI","2022-09-17","98.7","2.81","5.71","Marte, Ketel",606466,623352,"field_out","hit_into_play",,,,,1,"Ketel Marte lines out to left fielder Jose Azocar.","R","R","L","AZ","SD","X",7,"line_drive",0,2,2022,"0.58","1.46","-0.38","3.58",,,664983,2,9,"Bot",88.8,71.47,,,669134,,,-10.0901717218243,-143.39975002228041,-3.7440500346660857,10.395734611640586,34.6306804012746,-11.341424050517423,"3.58","1.72",330,"86.9",25,"99.1",1863,"6.7",663289,623352,669134,592273,630105,592518,673490,640492,663757,665742,"53.82",0.12,0.112,"0",1,0,0,3,66,3,"Sinker",0,2,0,2,2,0,0,2,"Standard","Strategic",148,"-0.044","-0.136"
"FF","2022-09-16","96.5","2.07","6.61","Marte, Ketel",606466,605483,"field_out","hit_into_play",,,,,12,"Ketel Marte grounds out sharply, pitcher Blake Snell to first baseman Brandon Drury.","R","R","L","AZ","SD","X",1,"ground_ball",0,1,2022,"0.5","1.51","0.89","2.83",,,,2,6,"Bot",126.91,183.52,,,543592,,,-4.313508525743331,-140.23748470142579,-7.927781220087003,7.611488811533405,34.892227015745924,-10.61415309126223,"3.58","1.71",5,"103.9",-27,"96.9",2510,"6.8",663283,605483,543592,592273,630105,592518,673490,571976,640492,665742,"53.69",0.123,0.111,"0",1,0,0,2,49,2,"4-Seam Fastball",1,7,1,7,7,1,1,7,"Standard","Standard",155,"-0.002","-0.082"
"SL","2022-09-16","89","1.96","6.64","Marte, Ketel",606466,605483,"field_out","hit_into_play",,,,,8,"Ketel Marte grounds out, third baseman Manny Machado to first baseman Brandon Drury.","R","R","L","AZ","SD","X",5,"ground_ball",3,1,2022,"-0.42","0.3","0.02","2.02",,,,1,4,"Bot",96.97,165.22,,,543592,,,-3.8954889824617567,-129.48150565187206,-5.957774870674587,-3.85202815512003,27.914610037663124,-27.70040182327993,"3.58","1.71",40,"89.8",-1,"89.6",2348,"6.7",663283,605483,543592,592273,630105,592518,673490,571976,640492,665742,"53.76",0.249,0.225,"0",1,0,0,2,28,5,"Slider",0,4,0,4,4,0,0,4,"Standard","Standard",179,"-0.012","-0.256"
"FF","2022-09-16","95.6","2.01","6.75","Marte, Ketel",606466,605483,"field_out","hit_into_play",,,,,4,"Ketel Marte lines out sharply to third baseman Manny Machado.","R","R","L","AZ","SD","X",5,"line_drive",3,1,2022,"0.69","1.63","-0.32","2.83",,,656896,1,1,"Bot",96.47,156.07,,,543592,,,-7.76729000206083,-138.83368079590252,-8.423328471496587,10.745941774684054,32.72369693834896,-9.324863492662965,"3.58","1.71",180,"113.3",9,"96.3",2551,"6.9",663283,605483,543592,592273,630105,592518,673490,571976,640492,665742,"53.61",0.829,0.837,"0",1,0,0,5,8,5,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",161,"-0.029","-0.459"
"SI","2022-09-16","91.8","-2.95","5.8","Marte, Ketel",606466,489334,"single","hit_into_play",,,,,7,"Ketel Marte singles on a sharp line drive to center fielder Trent Grisham.","R","L","R","AZ","SD","X",8,"line_drive",1,0,2022,"-1.34","0.63","-0.36","2.26",,,,1,9,"Bot",151.26,80.32,,,543592,,,9.521928563738872,-133.29320415021064,-4.4882047037378054,-17.998450415750565,29.506128004670323,-23.803698844152912,"3.58","1.71",177,"108.6",6,"92.4",2272,"6.8",663283,489334,543592,571976,630105,592273,673490,642451,663757,640492,"53.67",0.669,0.628,"0.9",1,1,0,4,73,2,"Sinker",1,12,1,12,12,1,1,12,"Infield shift","Standard",217,"0","0.24"
"SI","2022-09-15","91.9","2.89","5.34","Marte, Ketel",606466,640455,"home_run","hit_into_play",,,,,2,"Ketel Marte homers (11) on a line drive to center field.","R","R","L","AZ","SD","X",,"line_drive",0,0,2022,"1.11","1.02","0.19","3.19",,,,0,4,"Bot",80.71,33.61,,,543592,,,-9.40556614504687,-133.4201936531491,-1.7675434864752892,15.338451433131791,30.31801312982804,-19.839373675151474,"3.58","1.71",423,"109.3",19,"93.2",2101,"7.3",663284,640455,543592,605137,630105,592518,673490,595777,663757,665742,"53.18",0.794,1.184,"2",1,0,3,6,25,1,"Sinker",0,0,0,0,0,1,1,0,"Standard","Standard",133,"0.131","1"
"SI","2022-09-15","94.6","2.79","5.27","Marte, Ketel",606466,640455,"single","hit_into_play",,,,,8,"Ketel Marte singles on a ground ball to left fielder Jurickson Profar.","R","R","L","AZ","SD","X",7,"ground_ball",2,2,2022,"1.27","1.16","-0.04","2",,,,1,1,"Bot",85.31,105.17,,,543592,,,-10.368250237176282,-137.28894712803466,-5.487104126413151,18.41465784451368,30.948664161552998,-16.408822210070173,"3.58","1.71",67,"111.9",2,"95.9",2022,"7.2",663284,640455,543592,605137,630105,592518,673490,595777,663757,665742,"53.27",0.589,0.546,"0.9",1,1,0,4,5,7,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",123,"0.024","0.284"
