pitch_type,pitch_name,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
FF,4-Seam Fastball,2021-09-25,90,1.49,6.27,"Marte, Ketel",606466,477132,single,hit_into_play,,,,,5,Ketel Marte singles on a sharp ground ball to left fielder Chris Taylor.,R,R,L,ARI,LAD,X,7,ground_ball,1,1,2021,-0.03,1.61,-0.19,2.27,,,,0,3,Bot,90.83,151.58,,,669257,,,-4.137108252169470,-130.83910572930700,-7.349717243016240,0.633682616911521,29.65278785176790,-12.299240883024500,3.41,1.56,72,113.9,2,90,2432,6.5,632353,477132,669257,571970,607208,457759,608369,621035,666158,605141,53.98,0.629,0.598,0.9,1,1,0,4,22,3,2,0,2,0,0,2,2,0,Infield shift,Standard,169,0.024,0.414
SI,Sinker,2021-09-25,93.5,2.64,5.69,"Marte, Ketel",606466,456034,field_out,hit_into_play,,,,,8,Ketel Marte flies out to right fielder Mookie Betts.,R,R,L,ARI,LAD,X,9,fly_ball,3,2,2021,1.23,0.66,-0.03,2.12,,,594777,0,7,Bot,176.13,119.5,,,669257,,,-9.544179323247340,-135.76842438080300,-4.891587022746520,17.26307500308990,28.956232755326900,-23.160233119186600,3.41,1.56,234,92.4,58,93.1,1943,6.1,632353,456034,669257,571970,607208,457759,608369,607461,621035,605141,54.4,0.009,0.009,0,1,0,0,3,54,8,5,1,5,1,1,5,5,1,Standard,Standard,137,-0.004,-0.509
FF,4-Seam Fastball,2021-09-25,90.1,1.57,6.27,"Marte, Ketel",606466,477132,home_run,hit_into_play,,,,,6,Ketel Marte homers (13) on a fly ball to left field.,R,R,L,ARI,LAD,X,,fly_ball,0,0,2021,0.24,1.83,0.73,2.77,,,,0,1,Bot,23.43,79.62,,,669257,,,-2.6026621500710900,-130.96761244623100,-6.551363867528370,3.3247466736663600,30.350017867478500,-9.953985950294760,3.41,1.56,387,101,23,89.7,2501,6.3,632353,477132,669257,571970,607208,457759,608369,621035,666158,605141,54.19,0.571,0.82,2,1,0,3,6,5,1,0,0,0,0,0,1,1,0,Infield shift,Standard,168,0.102,1
FF,4-Seam Fastball,2021-09-24,93.9,-0.75,6.44,"Marte, Ketel",606466,664062,field_out,hit_into_play,,,,,4,Ketel Marte flies out to left fielder AJ Pollock.,R,L,R,ARI,LAD,X,7,fly_ball,0,0,2021,-0.4,1.5,-0.35,2.21,,,,0,4,Bot,79.32,129.64,,,669257,,,1.9275187280128000,-136.61221548536100,-8.53661821753352,-5.439246333695160,30.07853565186430,-11.672571786310300,3.41,1.56,231,87.5,57,93.6,2326,6.1,632340,664062,669257,571970,607208,457759,608369,572041,666158,605141,54.38,0.023,0.033,0,1,0,0,3,27,1,1,3,1,3,3,1,1,3,Standard,Standard,203,-0.029,-0.241
FC,Cutter,2021-09-24,92.8,-3.26,6.41,"Marte, Ketel",606466,595014,walk,ball,,,,,11,Ketel Marte walks.   Josh Rojas to 2nd.,R,L,R,ARI,LAD,B,,,3,2,2021,0.15,0.78,-0.46,4.05,,,668942,1,8,Bot,,,,,669257,,,6.726132637750430,-135.06364027420700,-1.9565822600663300,0.44381108380418300,27.972043524467000,-22.419753868957400,3.63,1.67,,,,91.7,2486,5.5,632340,595014,669257,571970,607208,457759,608369,621035,666158,605141,55.01,,,0.7,1,0,0,,65,8,2,4,2,4,4,2,2,4,Infield shift,Standard,195,0.077,0.311
FF,4-Seam Fastball,2021-09-24,95,1,5.85,"Marte, Ketel",606466,681911,double,hit_into_play,,,,,6,Ketel Marte doubles (27) on a line drive to right fielder Mookie Betts.,R,R,L,ARI,LAD,X,9,line_drive,1,1,2021,0.3,1.61,0.35,2.29,,,,1,6,Bot,199.66,129.48,,,669257,,,-2.3931012419234900,-138.15807939605700,-7.268476486920350,4.422669256609550,33.198188627173600,-10.12555650707600,3.41,1.56,251,83.5,19,95,2398,6.5,632340,681911,669257,571970,607208,457759,608369,572041,666158,605141,53.98,0.869,0.818,1.25,1,1,1,4,46,3,2,4,2,4,4,2,2,4,Infield shift,Standard,157,0.061,0.416
SL,Slider,2021-09-24,88.8,-1.01,6.38,"Marte, Ketel",606466,664062,field_out,hit_into_play,,,,,9,Ketel Marte lines out sharply to right fielder Mookie Betts.,R,L,R,ARI,LAD,X,9,line_drive,1,1,2021,0.16,0.38,0.53,1.9,,,,1,1,Bot,188.52,93.02,,,669257,,,3.420871755102900,-129.32201971892300,-5.767699250102140,1.1979871110079400,24.28068013324210,-26.98242523657700,3.41,1.56,304,100.2,15,89,2672,6.1,632340,664062,669257,571970,607208,457759,608369,572041,666158,605141,54.35,0.68,0.709,0,1,0,0,4,6,3,0,0,0,0,0,0,0,0,Standard,Standard,162,-0.016,-0.157
CH,Changeup,2021-09-15,84.6,1.84,5.8,"Marte, Ketel",606466,628711,field_out,hit_into_play,,,,,6,Ketel Marte lines out sharply to right fielder Mookie Betts.,R,R,L,LAD,ARI,X,9,line_drive,1,1,2021,1.19,0.43,0.55,2.35,,,662139,2,5,Top,187.72,84.08,,,669257,,,-5.341673211390080,-123.17677367617200,-2.6189632992498100,13.161985168283400,22.08138779216350,-27.44211603883620,3.41,1.56,322,101.4,16,84.3,1843,5.8,632484,628711,669257,571970,607208,457759,608369,666158,641355,605141,54.68,0.554,0.579,0,1,0,0,4,39,3,3,2,2,3,2,3,2,3,Standard,Standard,125,0.033,-0.215
CU,Curveball,2021-09-15,81,1.39,6.14,"Marte, Ketel",606466,628711,walk,ball,,,,,12,Ketel Marte walks.,R,R,L,LAD,ARI,B,,,3,2,2021,-1.15,-0.01,0.61,4.61,,,,0,4,Top,,,,,669257,,,0.4370171149328230,-117.91606544692400,3.136553184190620,-10.822608650122900,21.751802308280200,-33.06229590409210,3.57,1.59,,,,79.8,2940,5.4,632484,628711,669257,571970,607208,457759,608369,666158,641355,605141,55.12,,,0.7,1,0,0,,24,6,1,0,0,1,0,1,0,1,Standard,Standard,296,-0.047,0.329
FC,Cutter,2021-09-15,93.8,-3.25,6.3,"Marte, Ketel",606466,595014,walk,ball,,,,,14,Ketel Marte walks.,R,L,R,LAD,ARI,B,,,3,2,2021,-0.04,0.81,0.14,1.72,,,,0,8,Top,,,,,669257,,,8.653062499450560,-136.18854671044200,-7.763773524231490,-2.3444920348396900,28.178267917081200,-20.623896329298900,3.66,1.87,,,,92.1,2474,5.2,632484,595014,669257,571970,607208,457759,608369,666158,641355,605141,55.26,,,0.7,1,0,0,,64,6,5,3,3,5,3,5,3,5,Infield shift,Standard,227,-0.066,0.329
FF,4-Seam Fastball,2021-09-15,92.2,1.65,6.13,"Marte, Ketel",606466,628711,field_out,hit_into_play,,,,,11,Ketel Marte pops out to first baseman Max Muncy.,R,R,L,LAD,ARI,X,3,popup,2,2,2021,0.26,1.43,-0.17,3.65,,,,1,1,Top,146.25,171.13,,,669257,,,-5.144528215004990,-134.21890356417700,-3.6125836609890900,4.226798876818170,26.39504799402140,-14.188596320059400,3.41,1.56,92,70.6,72,91.3,2531,5.5,632484,628711,669257,571970,607208,457759,608369,666158,641355,605141,54.97,0,0,0,1,0,0,3,2,5,0,0,0,0,0,0,0,0,Standard,Standard,153,0.015,-0.142
FF,4-Seam Fastball,2021-09-14,94.6,-0.73,6.31,"Marte, Ketel",606466,664062,single,hit_into_play,,,,,8,"Ketel Marte singles on a ground ball to center fielder Cody Bellinger, deflected by shortstop Corey Seager.",R,L,R,LAD,ARI,X,6,ground_ball,2,1,2021,-0.65,1.49,0.03,1.8,,,,0,4,Top,140.83,109.68,,,669257,,,3.3995439300433500,-137.48805141912000,-9.328998910525820,-8.973036131819400,29.600336862364200,-11.388190084975100,3.41,1.56,76,81.6,4,93.9,2476,5.9,632505,664062,669257,571970,607208,457759,608369,666158,641355,605141,54.6,0.351,0.362,0.9,1,1,0,2,27,4,4,0,0,4,0,4,0,4,Strategic,Standard,210,-0.029,0.362
SL,Slider,2021-09-14,77.7,3.01,5.42,"Marte, Ketel",606466,677865,home_run,hit_into_play,,,,,6,Ketel Marte homers (12) on a fly ball to center field.   Henry Ramos scores.    Christian Walker scores.,R,R,L,LAD,ARI,X,,fly_ball,1,2,2021,-1.09,-0.27,0.36,2.29,592656,,572233,2,7,Top,157.85,39.38,,,669257,,,-3.684035523030730,-113.16846083029100,0.6783926712165430,-8.740109947329730,20.326369032760400,-34.83189595418570,3.41,1.56,403,105.3,25,78,2379,6.4,632505,677865,669257,571970,607208,457759,608369,666158,641355,605141,54.07,0.92,1.72,2,1,0,3,6,57,4,6,1,1,6,4,6,4,6,Infield shift,Standard,312,-0.094,2.749
SL,Slider,2021-09-14,88,-0.97,6.26,"Marte, Ketel",606466,664062,strikeout,called_strike,,,,,6,Ketel Marte called out on strikes.,R,L,R,LAD,ARI,S,2,,0,2,2021,0.3,0.26,0.69,3.01,,,,1,1,Top,,,,,669257,,,3.407892607977370,-128.25387544234800,-2.3929757429450500,2.705335425759300,22.927619389584200,-29.05243968101510,3.58,1.78,,,,88.1,2685,6,632505,664062,669257,571970,607208,457759,608369,666158,641355,605141,54.53,,,0,1,0,0,,2,3,0,0,0,0,0,0,0,0,Infield shift,Standard,161,0.015,-0.101
CH,Changeup,2021-09-14,85.9,2.79,5.67,"Marte, Ketel",606466,456034,single,hit_into_play,,,,,6,Ketel Marte singles on a sharp line drive to right fielder Mookie Betts.   Josh Rojas to 2nd.,R,R,L,LAD,ARI,X,9,line_drive,0,1,2021,1.18,0.43,0.43,2.7,,,668942,0,6,Top,179.5,118.62,,,669257,,,-7.885416717465000,-124.94344180277300,-1.6786060794051300,13.94955908598450,23.18858233367090,-27.520663530169900,3.41,1.56,143,105.4,5,85.3,1553,5.7,632505,456034,669257,571970,607208,457759,608369,666158,641355,605141,54.75,0.58,0.54,0.9,1,1,0,4,43,2,5,0,0,5,0,5,0,5,Standard,Standard,106,-0.033,0.758
CU,Curveball,2021-09-13,70.2,1.37,6.27,"Marte, Ketel",606466,477132,field_out,hit_into_play,,,,,13,Ketel Marte pops out softly to first baseman Max Muncy in foul territory.,R,R,L,LAD,ARI,X,3,popup,0,0,2021,-0.36,-1.17,-0.02,1.19,,,,0,3,Top,144.32,193.16,,,605131,,,-2.0904090008059400,-102.3105844559720,-0.31685463692641900,-2.209628086538550,15.62446800653490,-40.60843579921180,3.41,1.56,50,54.1,78,70.5,2254,6.3,632509,477132,605131,571970,607208,457759,608369,666158,641355,605141,54.21,0,0,0,1,0,0,1,23,1,3,1,1,3,1,3,1,3,Infield shift,Standard,333,0.024,-0.241
FF,4-Seam Fastball,2021-09-13,95,-2.22,5.72,"Marte, Ketel",606466,608349,field_out,hit_into_play,,,,,2,Ketel Marte flies out to center fielder Cody Bellinger.,R,L,R,LAD,ARI,X,8,fly_ball,0,1,2021,-0.3,1.49,0.26,2.97,,,656976,1,7,Top,155.32,53.7,,,605131,,,7.211896423513840,-138.22562465372500,-4.9471443513909100,-5.390075374213220,29.187932452214400,-12.061594032491700,3.41,1.56,366,96.1,30,95.5,2379,6.5,632509,608349,605131,571970,607208,457759,608369,666158,641355,605141,54.02,0.26,0.422,0,1,0,0,5,58,2,4,1,1,4,1,4,1,4,Infield shift,Standard,204,0.028,-0.258
FF,4-Seam Fastball,2021-09-13,95.2,-2.57,5.34,"Marte, Ketel",606466,641360,field_out,hit_into_play,,,,,5,"Ketel Marte grounds out, third baseman Justin Turner to first baseman Max Muncy.   Nick Ahmed to 2nd.",R,L,R,LAD,ARI,X,5,ground_ball,1,2,2021,-0.17,1.25,-0.05,2.25,,,605113,1,5,Top,133.35,178.08,,,605131,,,7.023801617484630,-138.43387644032400,-5.311040423720220,-3.6698306998380100,29.477270595632000,-15.07398720932230,3.41,1.56,3,95.7,-33,96,2343,6.7,632509,641360,605131,571970,607208,457759,608369,666158,641355,605141,53.82,0.074,0.076,0,1,0,0,2,39,6,3,1,1,3,1,3,1,3,Infield shift,Standard,208,0.025,-0.294
SL,Slider,2021-09-13,87.3,1.53,6.2,"Marte, Ketel",606466,477132,double,hit_into_play,,,,,7,"Ketel Marte doubles (22) on a sharp ground ball to left fielder Gavin Lux, deflected by third baseman Justin Turner.",R,R,L,LAD,ARI,X,5,ground_ball,1,2,2021,-0.52,0.49,-0.28,2.14,,,,1,1,Top,65.08,134.88,,,605131,,,-3.2961837202830300,-127.15784156880300,-4.6564905497816200,-5.019862645969330,25.064547860147800,-26.12850387987440,3.41,1.56,88,113.5,3,87.4,2687,6.2,632509,477132,605131,571970,607208,457759,608369,666158,641355,605141,54.28,0.626,0.581,1.25,1,1,1,4,2,4,0,0,0,0,0,0,0,0,Standard,Standard,195,-0.041,0.459
SI,Sinker,2021-09-01,94.4,-2.12,5.63,"Marte, Ketel",606466,506433,single,hit_into_play,,,,,1,Ketel Marte singles on a line drive to left fielder Wil Myers.,R,L,R,ARI,SD,X,7,line_drive,0,2,2021,-0.75,1.11,-0.54,3.32,,,,1,3,Bot,80.47,105.17,,,605170,,,5.804480762402350,-137.30444294266700,-2.7956278414590500,-10.816369513368400,30.838934090870400,-17.719248600159700,3.41,1.56,208,82.5,14,94.5,2365,6.4,632681,506433,605170,543333,595777,592518,630105,571976,663757,665487,54.07,0.766,0.701,0.9,1,1,0,4,20,3,0,0,0,0,0,0,0,0,Infield shift,Strategic,216,0.028,0.325
SL,Slider,2021-09-01,87.2,-1.01,6.29,"Marte, Ketel",606466,659275,strikeout,swinging_strike,,,,,14,Ketel Marte strikes out swinging.,R,L,R,ARI,SD,S,2,,3,2,2021,-0.06,0.27,0.2,0.81,668942,,,2,5,Bot,,,,,605170,,,3.030409121202950,-126.90868492345800,-7.568710929321570,-1.1963389491863100,24.42569294955830,-27.937912597211700,3.41,1.56,,,,87,2538,6,632681,659275,605170,543333,595777,592518,630105,571976,663757,665487,54.48,,,0,1,0,0,,46,8,6,0,6,0,0,6,6,0,Strategic,Strategic,113,-0.003,-0.354
FF,4-Seam Fastball,2021-09-01,88.8,-2.63,5.66,"Marte, Ketel",606466,622503,field_out,hit_into_play,,,,,2,Ketel Marte grounds out to first baseman Eric Hosmer.,R,L,R,ARI,SD,X,3,ground_ball,1,2,2021,-0.41,0.91,-0.12,3.31,596133,,668942,2,3,Bot,147.04,171.73,,,605170,,,7.109618052501300,-129.1971833484380,-1.6702845811991400,-6.064529839291180,25.437451075522300,-21.80066749209210,3.41,1.56,15,99.6,-12,90.1,2099,7,632681,622503,605170,543333,595777,592518,630105,571976,663757,665487,53.5,0.209,0.188,0,1,0,0,2,29,4,6,0,6,0,0,6,6,0,Standard,Strategic,218,-0.006,-0.331
FC,Cutter,2021-09-01,85.3,-1.55,5.97,"Marte, Ketel",606466,506433,single,hit_into_play,,,,,6,Ketel Marte singles on a soft bunt ground ball to shortstop Jake Cronenworth.,R,L,R,ARI,SD,X,6,ground_ball,3,1,2021,0.4,0.35,0.63,2.33,,,,1,1,Bot,101.78,178.85,,,605170,,,4.307228795484830,-124.1341721198810,-2.970965035140610,3.323202374483810,24.4793238965194,-28.190903680393800,3.41,1.56,3,42.2,-36,85.1,2706,6.1,632681,506433,605170,543333,595777,592518,630105,571976,663757,665487,54.37,0.251,0.24,0.9,1,1,0,1,5,5,0,0,0,0,0,0,0,0,Infield shift,Strategic,127,0.024,-0.06
FF,4-Seam Fastball,2021-09-01,95.2,-3.33,5.34,"Marte, Ketel",606466,613534,single,hit_into_play,,,,,6,Ketel Marte singles on a ground ball to center fielder Trent Grisham.,R,L,R,ARI,SD,X,8,ground_ball,0,0,2021,-1.14,0.62,0.3,2.63,,,,0,8,Bot,116.79,127.85,,,605170,,,11.939816667174200,-138.16314347318700,-2.792940930462420,-17.380787758564400,32.15852046235690,-23.750545403887300,3.41,1.56,87,89.5,3,93.9,2414,5.8,632681,613534,605170,543333,595777,592518,630105,571976,663757,665487,54.7,0.366,0.329,0.9,1,1,0,2,68,1,6,3,6,3,3,6,6,3,Infield shift,Strategic,237,0.004,0.403
FF,4-Seam Fastball,2021-08-31,95.6,1.96,6.62,"Marte, Ketel",606466,605483,field_out,hit_into_play,,,,,9,Ketel Marte flies out to center fielder Trent Grisham.,R,R,L,ARI,SD,X,8,fly_ball,0,0,2021,0.47,1.59,0.47,1.97,,,,2,6,Bot,167.99,61,,,543592,,,-5.045791945283410,-138.66744802745500,-10.230137962518800,7.325618556322960,34.76080027433630,-9.448984900056180,3.41,1.56,357,97,25,95.9,2385,6.9,632672,605483,543592,543333,624428,592518,630105,595777,663757,665487,53.56,0.346,0.484,0,1,0,0,5,46,1,0,3,0,3,3,0,0,3,Standard,Standard,152,-0.01,-0.103
FF,4-Seam Fastball,2021-08-31,96.4,1.99,6.78,"Marte, Ketel",606466,605483,strikeout,swinging_strike,,,,,12,Ketel Marte strikes out swinging.,R,R,L,ARI,SD,S,2,,1,2,2021,0.28,1.67,0.47,3.83,,,,0,4,Bot,,,,,543592,,,-4.724210967978910,-140.12069476970600,-6.052755125466170,4.7768407894899000,34.75120708909880,-9.066785529318200,3.41,1.56,,,,96.9,2412,6.9,632672,605483,543592,543333,624428,592518,630105,595777,663757,665487,53.64,,,0,1,0,0,,28,5,0,0,0,0,0,0,0,0,Standard,Standard,159,-0.027,-0.173
FF,4-Seam Fastball,2021-08-31,95.8,2.01,6.73,"Marte, Ketel",606466,605483,field_out,hit_into_play,,,,,13,Ketel Marte flies out sharply to center fielder Trent Grisham.,R,R,L,ARI,SD,X,8,fly_ball,1,0,2021,0.4,1.59,-0.16,1.4,,,605113,0,1,Bot,130.79,45.8,,,543592,,,-6.667342447807030,-138.82321053849100,-12.063183075263800,6.718239433169760,33.48806335245380,-8.99721006894417,3.41,1.56,378,100.5,34,96.1,2440,6.8,632672,605483,543592,543333,624428,592518,630105,595777,663757,665487,53.65,0.469,0.911,0,1,0,0,6,5,2,0,0,0,0,0,0,0,0,Standard,Standard,152,-0.033,-0.445
FC,Cutter,2021-08-31,91.8,-2.54,6.48,"Marte, Ketel",606466,453343,strikeout,swinging_strike,,,,,12,Ketel Marte strikes out swinging.,R,L,R,ARI,SD,S,2,,1,2,2021,0.12,0.9,0.87,2.8,,,,1,9,Bot,,,,,543592,,,8.349006966380340,-133.38272424492100,-5.402044669776070,-0.40301656087543,28.514653830753600,-20.431451731023800,3.41,1.56,,,,91.5,2313,6.2,632672,453343,543592,543333,624428,592518,630105,595777,663757,665487,54.31,,,0,1,0,0,,68,4,0,3,0,3,3,0,0,3,Strategic,Strategic,181,-0.012,-0.114
FF,4-Seam Fastball,2021-08-30,94.5,-2.36,6.48,"Marte, Ketel",606466,663978,field_out,hit_into_play,,,,,5,Ketel Marte grounds out sharply to first baseman Eric Hosmer.,R,L,R,ARI,SD,X,3,ground_ball,0,0,2021,-0.67,1.51,-0.27,2.52,,,,0,4,Bot,157.31,164.29,,,543592,,,6.9794038334427900,-137.3475180653430,-8.046389917232060,-10.005383539999200,30.38133237421140,-11.459044162021200,3.41,1.56,121,109.2,5,95.3,2233,6.8,632703,663978,543592,543333,624428,592518,630105,571976,663757,665487,53.71,0.666,0.636,0,1,0,0,4,31,1,0,5,0,5,5,0,0,5,Infield shift,Standard,209,-0.013,-0.241
FF,4-Seam Fastball,2021-08-30,97.6,-2.2,6.42,"Marte, Ketel",606466,663978,field_out,hit_into_play,,,,,5,Ketel Marte flies out to center fielder Trent Grisham.,R,L,R,ARI,SD,X,8,fly_ball,1,2,2021,-0.73,1.47,0.14,2.63,,,,1,1,Bot,144.54,49.89,,,543592,,,8.048518856102330,-141.80195499237100,-8.156608951168780,-11.719257813058000,31.475251951052800,-10.601796648576100,3.41,1.56,371,93.1,25,98.6,2229,6.8,632703,663978,543592,543333,624428,592518,630105,571976,663757,665487,53.65,0.154,0.201,0,1,0,0,3,7,5,0,2,0,2,2,0,0,2,Infield shift,Strategic,206,-0.016,-0.114
SI,Sinker,2021-08-30,92.3,-2.6,5.69,"Marte, Ketel",606466,489334,field_out,hit_into_play,,,,,13,Ketel Marte flies out to left fielder Jurickson Profar.,R,L,R,ARI,SD,X,7,fly_ball,3,2,2021,-1.07,0.82,-0.19,1.22,,,,1,6,Bot,90.7,87.64,,,543592,,,8.526236967122320,-134.05724004994200,-7.3849671897530100,-14.757395369276400,28.987192155284700,-20.77329950290490,3.41,1.56,290,81.5,36,93.1,2283,6.9,632703,489334,543592,543333,624428,592518,630105,595777,663757,665487,53.63,0.02,0.02,0,1,0,0,3,49,6,1,5,1,5,5,1,1,5,Infield shift,Strategic,211,-0.011,-0.212
FC,Cutter,2021-08-30,85.6,-1.87,5.57,"Marte, Ketel",606466,641941,home_run,hit_into_play,,,,,5,Ketel Marte hits a grand slam (9) to right field.   Josh VanMeter scores.    Daulton Varsho scores.    Josh Rojas scores.,R,L,R,ARI,SD,X,,fly_ball,0,1,2021,0.59,0.04,0.01,2.14,642165,662139,668942,2,7,Bot,219.88,76.6,,,543592,,,3.266645201998900,-124.67384496762800,-1.8513826962926000,5.381811948681830,27.374382928011800,-31.62063029845340,3.41,1.56,380,96.3,25,85.9,2310,6.6,632703,641941,543592,543333,624428,592518,630105,595777,663757,665487,53.88,0.294,0.418,2,1,0,3,5,62,2,1,6,1,6,6,5,5,6,Strategic,Strategic,101,0.22,3.414
FF,4-Seam Fastball,2021-08-22,95.6,-2.22,5.18,"Marte, Ketel",606466,592351,field_out,hit_into_play,,,,,3,Ketel Marte flies out to center fielder Garrett Hampson.,R,L,R,COL,ARI,X,8,fly_ball,2,2,2021,-0.85,0.77,0.4,2.91,,,,0,5,Top,147.58,69.98,,,624513,,,8.888566841111570,-139.17662248444500,-2.204495627153070,-12.85746801847940,26.30671883456720,-21.742282644193200,3.41,1.56,325,82.8,35,97,2103,6.7,632803,592351,624513,543068,663898,641857,596115,656582,641658,656541,53.78,0.02,0.026,0,1,0,0,3,38,6,1,3,3,1,3,1,3,1,Infield shift,Standard,221,0.017,-0.216
FF,4-Seam Fastball,2021-08-22,96.1,-2.14,5.47,"Marte, Ketel",606466,592351,double,hit_into_play,,,,,5,Ketel Marte doubles (21) on a sharp ground ball to center fielder Garrett Hampson.   Taylor Widener to 3rd.,R,L,R,COL,ARI,X,8,ground_ball,2,2,2021,-0.87,0.82,-0.24,2.49,,,642203,2,2,Top,145.3,115.15,,,624513,,,7.041191631649610,-139.87592106642300,-4.257625454666860,-12.914915489195500,28.16031168739520,-20.607721482851200,3.41,1.56,59,105.3,1,97.1,2069,6.6,632803,592351,624513,543068,663898,641857,596115,656582,641658,656541,53.91,0.457,0.429,1.25,1,1,1,4,16,6,1,3,3,1,3,1,3,1,Strategic,Strategic,223,-0.026,0.792
SL,Slider,2021-08-22,87.5,-2.05,5.66,"Marte, Ketel",606466,592351,strikeout,swinging_strike_blocked,,,,,14,Ketel Marte strikes out swinging.,R,L,R,COL,ARI,S,2,,1,2,2021,0.14,0.1,0.35,1,,,,1,1,Top,,,,,624513,,,5.522565393192540,-127.4171414127210,-5.399548972161510,0.485804963798616,23.251033492063000,-30.26972573078450,3.41,1.56,,,,87.8,2471,6.2,632803,592351,624513,543068,663898,641857,596115,656582,641658,656541,54.3,,,0,1,0,0,,2,5,0,0,0,0,0,0,0,0,Infield shift,Standard,119,0.015,-0.114
SL,Slider,2021-08-22,79.8,-1.39,5.86,"Marte, Ketel",606466,596112,walk,ball,,,,,11,Ketel Marte walks.   Drew Ellis scores.    Daulton Varsho to 3rd.    Josh Rojas to 2nd.,R,L,R,COL,ARI,B,,,3,2,2021,0.87,-0.45,-1.56,3.78,656403,662139,668942,2,6,Top,,,,,624513,,,-2.0098062733755000,-116.2801717185640,2.9312751333911200,8.27954218720004,20.527332326253800,-36.974687446137700,3.54,1.56,,,,79.8,3002,6.1,632803,596112,624513,543068,663898,641857,596115,656582,641658,656541,54.41,,,0.7,1,0,0,,50,6,1,4,4,1,5,1,5,1,Standard,Strategic,352,-0.05,0.859
CU,Curveball,2021-08-21,81.3,1.94,5.63,"Marte, Ketel",606466,607536,single,hit_into_play,,,,,14,Ketel Marte singles on a sharp line drive to center fielder Sam Hilliard.   Drew Ellis scores.,R,R,L,COL,ARI,X,8,line_drive,0,0,2021,-0.21,-0.51,0.83,2.18,,656403,,2,5,Top,148.92,63.03,,,553869,,,-2.1028716339731400,-118.5304921117680,-0.2687050413527950,-1.6330127176458900,18.87355223137290,-37.22556007605590,3.41,1.56,290,105.8,12,82.3,2409,6.5,632790,607536,553869,543068,663898,641857,596115,656582,656541,453568,54.01,0.877,0.862,0.9,1,1,0,4,35,1,0,1,1,0,2,0,2,0,Standard,Standard,312,-0.111,0.734
SL,Slider,2021-08-21,91.1,1.72,5.71,"Marte, Ketel",606466,607536,field_out,hit_into_play,,,,,11,Ketel Marte flies out to left fielder Connor Joe.,R,R,L,COL,ARI,X,7,fly_ball,1,1,2021,-0.11,0.69,-0.49,3.61,,,,2,3,Top,58.58,90.15,,,553869,,,-5.35884215936665,-132.78868887919400,-1.0203413111892400,-0.48503314088342000,21.44114082345260,-23.79621420449220,3.41,1.56,316,86.3,28,92.6,2249,6.5,632790,607536,553869,543068,663898,641857,596115,656582,656541,453568,53.95,0.071,0.087,0,1,0,0,3,20,3,0,0,0,0,0,0,0,0,Standard,Standard,147,0.011,-0.099
SI,Sinker,2021-08-21,90.8,1.98,5.56,"Marte, Ketel",606466,607536,double,hit_into_play,,,,,4,Ketel Marte doubles (20) on a sharp line drive to left fielder Connor Joe.,R,R,L,COL,ARI,X,7,line_drive,0,0,2021,0.98,0.68,-0.29,2.45,,,,1,1,Top,24.59,99.78,,,553869,,,-7.84427681557943,-132.16695648501000,-3.4458432561804500,13.043135157948900,22.321753874694900,-23.691012580850300,3.41,1.56,247,116,11,92.2,2298,6.7,632790,607536,553869,543068,663898,641857,596115,656582,656541,453568,53.83,0.843,0.896,1.25,1,1,1,6,2,1,0,0,0,0,0,0,0,0,Standard,Standard,137,-0.041,0.41
SL,Slider,2021-08-21,86.7,-1.01,6.66,"Marte, Ketel",606466,641755,single,hit_into_play,,,,,5,Ketel Marte singles on a line drive to left fielder Connor Joe.,R,L,R,COL,ARI,X,7,line_drive,1,0,2021,0.14,0.29,-0.21,2.8,,,,0,8,Top,74.47,91.62,,,553869,,,1.5977551087235200,-126.51110001889200,-3.7149643507892600,1.2903530257669000,20.496429844762600,-28.628377416664500,3.41,1.56,253,92.4,15,86,2610,5.2,632790,641755,553869,543068,663898,641857,596115,656582,656541,453568,55.26,0.914,0.868,0.9,1,1,0,4,53,2,0,2,2,0,2,0,2,0,Standard,Standard,150,-0.018,0.365
