pitch_type,pitch_name,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
SI,Sinker,2021-08-06,90.8,-2.69,5.44,"Marte, Ketel",606466,489334,field_out,hit_into_play,,,,,8,Ketel Marte lines out sharply to right fielder Wil Myers.,R,L,R,SD,ARI,X,9,line_drive,1,0,2021,-1.11,0.95,-0.09,1.74,,,605113,0,4,Top,190.59,70.77,,,543592,,,8.979655217982520,-131.87732377973100,-5.463188540981170,-14.841619072931700,25.902057238972700,-20.068047853790800,3.41,1.56,354,105.4,18,92,2321,6.9,633008,489334,543592,543333,624428,592518,630105,502054,663757,571976,53.57,0.589,0.721,0,1,0,0,5,39,2,5,8,8,5,8,5,8,5,Infield shift,Standard,215,0.018,-0.445
FF,4-Seam Fastball,2021-08-06,94.8,-1.38,5.41,"Marte, Ketel",606466,641941,double,hit_into_play,,,,,6,Ketel Marte doubles (14) on a sharp line drive to right fielder Wil Myers.,R,L,R,SD,ARI,X,9,line_drive,3,2,2021,-0.45,1.69,0.36,2.3,,,,2,9,Top,214.07,97.33,,,543592,,,5.604102881068900,-137.84986503913700,-6.24237647954056,-7.093468649926800,32.40353866116940,-9.458070450337340,3.41,1.56,230,109.2,14,95,2423,6.6,633008,641941,543592,543333,624428,592518,630105,502054,663757,571976,53.94,0.714,0.751,1.25,1,1,1,5,75,6,5,8,8,5,8,5,8,5,Infield shift,Strategic,205,-0.004,0.187
FF,4-Seam Fastball,2021-08-06,95,1.55,5.61,"Marte, Ketel",606466,677960,strikeout,called_strike,,,,,4,Ketel Marte called out on strikes.,R,R,L,SD,ARI,S,2,,2,2,2021,1.19,1.11,-0.61,2.42,,,,1,1,Top,,,,,543592,,,-8.241301650448340,-138.0323228682950,-5.127988033480220,17.043143854008300,30.78713664372800,-16.999390823468600,3.67,1.84,,,,94.2,2070,5.9,633008,677960,543592,543333,624428,592518,630105,502054,663757,571976,54.6,,,0,1,0,0,,2,5,0,0,0,0,0,0,0,0,Standard,Standard,127,0.015,-0.142
SI,Sinker,2021-08-05,90.3,1.84,4.94,"Marte, Ketel",606466,622072,hit_by_pitch,hit_by_pitch,,,,,11,Ketel Marte hit by pitch.,R,R,L,ARI,SF,B,,,0,0,2021,1.37,0.76,-2.36,3.79,,,,0,4,Bot,,,,,592200,,,-13.343562772648700,-130.79105608664400,1.5135115196218700,18.45922166597060,26.484659068310600,-23.96649878456020,3.41,1.56,,,,90.2,2276,6.4,633042,622072,592200,474832,456781,600303,543063,543105,592178,664774,54.12,,,0.7,1,0,0,,34,1,4,0,4,0,0,4,4,0,Standard,Standard,124,0.01,0.405
CH,Changeup,2021-08-05,84.9,2.05,4.91,"Marte, Ketel",606466,622072,field_out,hit_into_play,,,,,14,"Ketel Marte grounds out, third baseman Tommy La Stella to first baseman Brandon Belt.",R,R,L,ARI,SF,X,5,ground_ball,0,1,2021,1.04,0.15,0.87,1.96,,,662139,2,2,Bot,101.26,167.63,,,592200,,,-4.858027138455770,-123.61874033789000,-0.9312991300449720,11.64508628254580,23.187644176446400,-30.613084795340300,3.41,1.56,3,68.6,-31,85.4,1611,6.4,633042,622072,592200,474832,456781,600303,543063,543105,592178,664774,54.08,0.037,0.033,0,1,0,0,2,19,2,2,0,2,0,0,2,2,0,Standard,Standard,89,-0.016,-0.185
FF,4-Seam Fastball,2021-08-05,96.5,-2.53,5.81,"Marte, Ketel",606466,608678,walk,ball,,,,,13,Ketel Marte walks.   Nick Ahmed to 2nd.,R,L,R,ARI,SF,B,,,3,2,2021,-0.4,1.27,-0.29,1.4,,,605113,1,6,Bot,,,,,592200,,,6.885875959270570,-140.18838641710600,-9.061817111828320,-6.783530613644900,31.520838231148100,-13.599890810529500,3.7,1.77,,,,96.9,2353,6.6,633042,608678,592200,474832,456781,600303,543063,543105,592178,664774,53.92,,,0.7,1,0,0,,51,6,4,0,4,0,0,4,4,0,Infield shift,Standard,221,0.006,0.311
SL,Slider,2021-08-05,73.4,-4.12,1.23,"Marte, Ketel",606466,643511,field_out,hit_into_play,,,,,5,Ketel Marte flies out to center fielder Steven Duggar.,R,L,R,ARI,SF,X,8,fly_ball,0,2,2021,1.27,0.94,-0.01,2.46,,,,1,9,Bot,100.11,96,,,457763,,,6.029464307426430,-106.33539458119600,8.191451563900500,8.443837266927290,20.12410924448190,-26.913050081457200,3.41,1.56,266,75,33,72.1,2142,5.8,633042,643511,457763,664774,600303,592178,543063,543105,621453,596103,54.74,0.217,0.195,0,1,0,0,3,76,4,4,4,4,4,4,4,4,4,Standard,Standard,112,-0.044,-0.101
SL,Slider,2021-08-05,83.6,2.11,4.83,"Marte, Ketel",606466,622072,field_out,hit_into_play,,,,,8,Ketel Marte flies out to center fielder Kris Bryant.   Nick Ahmed to 3rd.,R,R,L,ARI,SF,X,8,fly_ball,1,2,2021,-0.08,-0.15,-0.24,1.94,,605113,,0,1,Bot,118.6,56.61,,,592200,,,-5.2640945517018900,-121.6532576923840,0.06876471767161060,0.2777474333213870,23.839967481317400,-33.87563639620610,3.41,1.56,353,88.2,30,83.4,2077,6.2,633042,622072,592200,474832,456781,600303,543063,543105,592178,664774,54.34,0.054,0.073,0,1,0,0,3,5,4,0,0,0,0,0,0,0,0,Standard,Standard,4,-0.01,-0.277
FF,4-Seam Fastball,2021-08-04,96.7,-2.44,6.06,"Marte, Ketel",606466,592332,force_out,hit_into_play,,,,,7,"Ketel Marte grounds into a force out, fielded by shortstop Brandon Crawford.   David Peralta to 3rd.    Kole Calhoun out at 2nd.    Ketel Marte to 1st.",R,L,R,ARI,SF,X,6,ground_ball,2,2,2021,-0.84,1.46,-0.76,1.73,,444482,594777,0,6,Bot,124.99,141.65,,,457763,,,6.401115311364430,-140.45954917315100,-9.311610753151110,-12.613924194319200,31.458765937305300,-10.886910642889800,3.41,1.56,3,99.5,-27,96.8,2341,6.4,633046,592332,457763,664774,456781,600303,543063,543105,621453,642731,54.05,0.089,0.08,0,1,0,0,2,45,5,0,3,0,3,3,0,0,3,Standard,Standard,218,-0.049,-0.665
FF,4-Seam Fastball,2021-08-04,95.2,-2.64,6.02,"Marte, Ketel",606466,592332,field_out,hit_into_play,,,,,8,Ketel Marte grounds out to first baseman LaMonte Wade.,R,L,R,ARI,SF,X,3,ground_ball,3,2,2021,-0.71,1.35,-0.09,1.5,,,,0,4,Bot,164.17,163.13,,,457763,,,8.293965317451550,-138.08163591554700,-9.231372858967350,-10.955311892224200,31.71014311739140,-12.960655824698800,3.41,1.56,89,87.8,5,95.2,2284,6.6,633046,592332,457763,664774,456781,600303,543063,543105,621453,642731,53.94,0.434,0.41,0,1,0,0,4,27,8,0,1,0,1,1,0,0,1,Infield shift,Standard,221,-0.03,-0.318
SI,Sinker,2021-08-04,94,3.28,5.07,"Marte, Ketel",606466,453265,single,hit_into_play,,,,,14,Ketel Marte singles on a sharp ground ball to right fielder Austin Slater.,R,R,L,ARI,SF,X,9,ground_ball,1,0,2021,1.47,0.32,1.21,2.23,,,,1,8,Bot,135.72,190.26,,,457763,,,-8.606087423879800,-136.62416885627200,-2.342574695095430,20.295402178284400,29.570375335969300,-27.8200868858055,3.41,1.56,41,103.4,-1,93.9,2301,6.3,633046,453265,457763,664774,456781,642731,543063,543105,621453,596103,54.23,0.409,0.389,0.9,1,1,0,4,66,2,1,7,1,7,7,1,1,7,Standard,Standard,114,0.004,0.236
FF,4-Seam Fastball,2021-08-04,94.6,-2.56,6.24,"Marte, Ketel",606466,592332,field_out,hit_into_play,,,,,4,Ketel Marte lines out to left fielder Alex Dickerson.,R,L,R,ARI,SF,X,7,line_drive,0,0,2021,-0.72,1.35,-0.4,2.26,,,,1,1,Bot,46.36,106.48,,,457763,,,7.255989214936940,-137.56158358548400,-7.758713586909780,-10.656998915534800,28.275879032775900,-13.544305416188800,3.41,1.56,302,95,20,95.3,2160,6.6,633046,592332,457763,664774,456781,600303,543063,543105,621453,642731,53.94,0.3,0.344,0,1,0,0,4,6,1,0,0,0,0,0,0,0,0,Standard,Standard,218,-0.016,-0.163
CH,Changeup,2021-08-02,87.9,-2.18,5.45,"Marte, Ketel",606466,543101,single,hit_into_play,,,,,7,Ketel Marte singles on a soft ground ball to third baseman Kris Bryant.,R,L,R,ARI,SF,X,5,ground_ball,0,1,2021,-1.24,0.3,-0.46,1.92,,,,1,5,Bot,105.27,182.35,,,457763,,,6.765375574457160,-127.83035999672100,-3.056421391019620,-15.01810915883480,26.07541856344620,-28.50105255780860,3.41,1.56,2,36.4,-46,88.3,1482,6.5,633077,543101,457763,573131,456781,592178,543063,543105,621453,573262,53.95,0.211,0.19,0.9,1,1,0,1,45,2,3,7,3,7,7,3,3,7,Infield shift,Standard,243,0.021,0.289
SL,Slider,2021-08-02,90.1,-2.01,5.48,"Marte, Ketel",606466,543101,strikeout,called_strike,,,,,7,Ketel Marte called out on strikes.,R,L,R,ARI,SF,S,2,,1,2,2021,0.35,0.49,-0.67,2.21,,,594777,1,3,Bot,,,,,457763,,,2.606677480201700,-131.30726054377400,-3.2615438100106900,3.5183150504919300,26.261761967782600,-26.06003769006580,3.68,1.72,,,,90.7,2215,6.5,633077,543101,457763,573131,456781,592178,543063,543105,621453,573262,54.02,,,0,1,0,0,,24,6,0,2,0,2,2,0,0,2,Infield shift,Standard,182,-0.033,-0.212
FF,4-Seam Fastball,2021-08-02,94.4,-1.6,5.64,"Marte, Ketel",606466,543101,field_out,hit_into_play,,,,,6,Ketel Marte grounds out to first baseman Darin Ruf.   Kole Calhoun to 3rd.,R,L,R,ARI,SF,X,3,ground_ball,1,0,2021,-0.83,1.43,0.72,2.4,,594777,,0,1,Bot,148.09,176.74,,,457763,,,7.9248848249307300,-137.14149659872700,-5.897896763426500,-12.276532907081100,31.95622762556720,-13.028237861295500,3.41,1.56,7,68.3,-19,94.6,2191,6.6,633077,543101,457763,573131,456781,592178,543063,543105,621453,573262,53.89,0.051,0.046,0,1,0,0,2,5,2,0,0,0,0,0,0,0,0,Infield shift,Standard,223,-0.01,-0.355
FF,4-Seam Fastball,2021-08-02,95,-2.28,5.76,"Marte, Ketel",606466,543351,single,hit_into_play,,,,,6,Ketel Marte singles on a sharp ground ball to right fielder Mike Yastrzemski.   Kole Calhoun to 2nd.,R,L,R,ARI,SF,X,9,ground_ball,0,0,2021,-0.56,1.37,0.33,2.45,,,594777,0,7,Bot,176.69,99.28,,,457763,,,8.11379477677396,-138.05813366942700,-6.062251049106130,-9.063720506095710,32.295471249284700,-13.512899287656000,3.41,1.56,125,106.7,6,94.9,2361,6.4,633077,543351,457763,527038,456781,592178,543063,543105,621453,573262,54.06,0.646,0.597,0.9,1,1,0,4,62,1,5,8,5,8,8,5,5,8,Infield shift,Standard,215,0.081,0.7
FF,4-Seam Fastball,2021-08-02,93.7,1.84,5.74,"Marte, Ketel",606466,606424,field_out,hit_into_play,,,,,3,Ketel Marte lines out to right fielder Austin Slater.,R,R,L,ARI,SF,X,9,line_drive,2,1,2021,1.35,1.02,0.79,3.1,,,,0,9,Bot,189.39,99.12,,,457763,,,-5.702467173872990,-136.40894771991100,-3.323858066428790,18.120771612488600,30.051867642024100,-18.921753704868700,3.41,1.56,324,103.5,15,93.9,2143,6.4,633077,606424,457763,527038,456781,592178,543063,543105,621453,596103,54.13,0.671,0.682,0,1,0,0,4,77,4,8,8,8,8,8,8,8,8,Standard,Standard,129,-0.057,-0.282
CH,Changeup,2021-08-01,86.1,1.8,6,"Marte, Ketel",606466,628711,field_out,hit_into_play,,,,,9,"Ketel Marte grounds out, second baseman Mookie Betts to first baseman Albert Pujols.",R,R,L,ARI,LAD,X,4,ground_ball,2,1,2021,1.33,0.54,0.33,1.59,,,,2,3,Bot,121.53,142.14,,,605131,,,-6.10581758613083,-125.12410882744500,-5.274592921804190,15.16958487901180,25.305036599849600,-25.615070535587500,3.41,1.56,77,72.8,6,85.3,2013,5.8,633101,628711,605131,405395,605141,457759,608369,572041,621035,641856,54.68,0.214,0.194,0,1,0,0,2,29,4,0,5,0,5,5,0,0,5,Infield shift,Standard,131,-0.005,-0.119
FF,4-Seam Fastball,2021-08-01,91.6,-1.41,5.7,"Marte, Ketel",606466,606162,field_out,hit_into_play,,,,,2,Ketel Marte lines out to right fielder Billy McKinney.,R,L,R,ARI,LAD,X,9,line_drive,2,0,2021,-0.72,1.47,-0.15,2.9,,,,0,9,Bot,194.43,88.4,,,605131,,,4.728568627756860,-133.3778441678010,-4.391585146230680,-9.57497581789646,28.505514399630300,-13.915981362236800,3.41,1.56,321,90.2,22,91.6,2499,6.3,633101,606162,605131,405395,605141,607461,608369,572041,621035,641856,54.23,0.249,0.299,0,1,0,0,3,79,3,0,13,0,13,13,0,0,13,Infield shift,Standard,218,0,-0.349
FF,4-Seam Fastball,2021-08-01,93.8,1.48,6.33,"Marte, Ketel",606466,628711,single,hit_into_play,,,,,5,Ketel Marte singles on a line drive to center fielder Chris Taylor.,R,R,L,ARI,LAD,X,8,line_drive,2,2,2021,0.28,1.49,-0.02,2.75,,,,1,1,Bot,151.86,88.94,,,605131,,,-4.426822319201330,-136.4676563275130,-6.746012274276360,4.459555882098600,29.236282748368100,-12.302796352748800,3.41,1.56,200,85.8,11,92.7,2525,5.6,633101,628711,605131,405395,605141,457759,608369,572041,621035,641856,54.91,0.603,0.553,0.9,1,1,0,4,7,5,0,0,0,0,0,0,0,0,Infield shift,Standard,152,0.024,0.284
SL,Slider,2021-08-01,83.8,-2.63,5.42,"Marte, Ketel",606466,641360,field_out,hit_into_play,,,,,9,"Ketel Marte grounds out, second baseman Mookie Betts to first baseman Albert Pujols.",R,L,R,ARI,LAD,X,4,ground_ball,0,1,2021,0.36,-0.03,0.7,2.09,,,,0,6,Bot,163.42,142.96,,,605131,,,7.036835156368240,-121.85467518754700,-1.231064417095740,2.244711900659450,23.82222737239550,-32.42397738051120,3.41,1.56,6,82.6,-18,84.5,2232,6.8,633101,641360,605131,405395,605141,457759,608369,572041,621035,641856,53.71,0.066,0.059,0,1,0,0,2,54,2,0,8,0,8,8,0,0,8,Strategic,Standard,82,-0.003,-0.203
FF,4-Seam Fastball,2021-06-26,95.2,-1.18,6.16,"Marte, Ketel",606466,659275,single,hit_into_play,,,,,5,Ketel Marte singles on a sharp line drive to right fielder Jurickson Profar.,R,L,R,SD,ARI,X,9,line_drive,1,0,2021,-0.3,1.36,-0.13,2.59,,,,1,1,Top,217.85,101.22,,,593590,,,3.3949969040620600,-138.55476853111800,-6.761992150287040,-4.541604926217360,29.036970641398700,-13.2905160488588,3.41,1.56,244,111.2,13,94.8,2547,5.9,633512,659275,593590,543333,630105,592518,665487,502054,663757,595777,54.6,0.814,0.872,0.9,1,1,0,6,2,2,0,0,0,0,0,0,0,0,Infield shift,Standard,197,-0.025,0.236
FF,4-Seam Fastball,2021-06-20,92.3,-1.05,6.31,"Marte, Ketel",606466,664062,double,hit_into_play,,,,,11,Ketel Marte doubles (11) on a line drive to left fielder AJ Pollock.,R,L,R,ARI,LAD,X,7,line_drive,0,2,2021,-0.61,1.53,-0.84,3.43,,,,0,4,Bot,63.38,52.84,,,605131,,,1.8655103480361800,-134.2607919818710,-4.756348693032440,-7.778142509952370,31.969584336703200,-12.88010273727510,3.41,1.56,355,99.5,20,91.4,2427,6,633582,664062,605131,405395,542992,457759,666158,572041,621035,519306,54.51,0.349,0.412,1.25,1,1,1,5,36,5,0,7,0,7,7,0,0,7,Infield shift,Standard,209,0.016,0.729
SI,Sinker,2021-06-20,92.7,-2.85,5.27,"Marte, Ketel",606466,670955,walk,ball,,,,,11,Ketel Marte walks.,R,L,R,ARI,LAD,B,,,3,1,2021,-0.83,1.44,-1.07,2.64,,,,0,8,Bot,,,,,605131,,,6.347178755927330,-134.74680587602300,-3.978689205677040,-11.50768403820560,31.977635441285800,-14.069461875796100,3.53,1.73,,,,92.2,2350,6.3,633582,670955,605131,405395,656716,542992,666158,607461,621035,519306,54.25,,,0.7,1,0,0,,73,5,2,9,2,9,9,2,2,9,Infield shift,Standard,222,0.004,0.252
SL,Slider,2021-06-20,85.3,2.11,4.82,"Marte, Ketel",606466,624647,single,hit_into_play,,,,,6,Ketel Marte singles on a sharp line drive to center fielder Chris Taylor.   Christian Walker scores.    Stephen Vogt scores.    Josh VanMeter to 3rd.,R,R,L,ARI,LAD,X,8,line_drive,0,0,2021,-0.2,0.06,0.47,2.2,572233,519390,642165,2,8,Bot,141.29,101,,,605131,,,-3.4596899621104600,-124.15873214008500,0.02975851144747850,-1.3929471936150600,25.131771874514500,-31.789480239083600,3.41,1.56,170,108.8,5,85.3,2271,6.3,633582,624647,605131,405395,656716,542992,666158,607461,621035,519306,54.23,0.666,0.636,0.9,1,1,0,4,82,1,6,9,6,9,9,8,8,9,Infield shift,Standard,297,0.172,1.498
FS,Split-Finger,2021-06-20,82.6,-1.13,6.31,"Marte, Ketel",606466,664062,field_out,hit_into_play,,,,,13,Ketel Marte pops out to shortstop Gavin Lux.,R,L,R,ARI,LAD,X,6,popup,1,2,2021,-1.11,0.08,-0.61,1.31,,,,1,1,Bot,115.23,138.77,,,605131,,,3.334415493351610,-120.21275926808000,-5.04021019904815,-11.412084992596200,22.962579939132800,-30.630491478207900,3.41,1.56,157,57.5,51,82.3,1736,6,633582,664062,605131,405395,542992,457759,666158,572041,621035,519306,54.46,0.08,0.072,0,1,0,0,1,7,4,0,0,0,0,0,0,0,0,Infield shift,Standard,228,-0.016,-0.114
CH,Changeup,2021-06-20,85,2.99,5.97,"Marte, Ketel",606466,456034,double,hit_into_play,,,,,12,Ketel Marte doubles (12) on a sharp line drive to right fielder Steven Souza Jr.,R,R,L,ARI,LAD,X,9,line_drive,0,1,2021,1.31,0.59,0.94,2.89,,,,0,6,Bot,176.02,49,,,605131,,,-7.362431882224460,-123.61770075551000,-2.057901600401780,14.898647503013600,24.924957826223400,-25.88821212277420,3.41,1.56,390,103.6,21,84.3,1648,5.9,633582,456034,605131,405395,656716,542992,666158,572041,621035,519306,54.61,0.697,0.977,1.25,1,1,1,6,56,2,1,9,1,9,9,1,1,9,Infield shift,Standard,110,0.006,0.677
KC,Knuckle Curve,2021-06-19,80.7,-0.59,5.92,"Marte, Ketel",606466,621111,field_out,hit_into_play,,,,,8,"Ketel Marte grounds out, shortstop Gavin Lux to first baseman Matt Beaty.",R,L,R,ARI,LAD,X,6,ground_ball,3,2,2021,0.93,-1.35,0.23,2.01,,,,2,6,Bot,111.33,153.08,,,669257,,,0.06010086265859160,-117.44063703284200,0.643902190694674,8.4670915887963,26.44609206631550,-44.902672946179100,3.41,1.56,4,59.3,-29,80.2,3004,6.4,633598,621111,669257,607461,621035,457759,666158,572041,605141,656716,54.15,0.051,0.046,0,1,0,0,1,52,6,0,6,0,6,6,0,0,6,Infield shift,Standard,31,-0.002,-0.134
FF,4-Seam Fastball,2021-06-19,96.3,-0.86,5.8,"Marte, Ketel",606466,621111,walk,ball,,,,,11,Ketel Marte walks.,R,L,R,ARI,LAD,B,,,3,2,2021,-0.14,1.51,-0.58,4.11,,,,0,4,Bot,,,,,669257,,,1.0501886201181600,-140.23308449859100,-2.3407643379154100,-2.1247932484975000,32.1901546755355,-11.938156514898900,3.7,1.68,,,,96.3,2481,6.3,633598,621111,669257,607461,621035,457759,666158,572041,605141,656716,54.19,,,0.7,1,0,0,,31,6,0,3,0,3,3,0,0,3,Infield shift,Standard,197,0.042,0.329
FF,4-Seam Fastball,2021-06-19,95.7,-1.2,6.05,"Marte, Ketel",606466,669952,double,hit_into_play,,,,,4,Ketel Marte doubles (10) on a sharp line drive to center fielder Mookie Betts.   Nick Ahmed scores.    Tim Locastro scores.,R,L,R,ARI,LAD,X,8,line_drive,2,0,2021,-0.26,1.32,-0.39,2.75,,605113,641796,2,8,Bot,78.45,46.45,,,669257,,,2.731692314200430,-139.18738803959900,-6.069033138286970,-4.00680726605807,32.61837927741710,-13.801118861219600,3.41,1.56,395,104,21,95.9,2270,6.5,633598,669952,669257,542992,621035,457759,666158,572041,605141,656716,53.99,0.697,0.977,1.25,1,1,1,6,72,3,1,9,1,9,9,3,3,9,Infield shift,Standard,202,0.004,1.442
FC,Cutter,2021-06-19,94.1,-1,5.79,"Marte, Ketel",606466,621111,field_out,hit_into_play,,,,,6,Ketel Marte grounds out to first baseman Matt Beaty.,R,L,R,ARI,LAD,X,3,ground_ball,0,1,2021,0.58,0.94,0.69,2.64,,,,1,1,Bot,166.88,156.9,,,669257,,,3.0861299227040300,-137.06823728156200,-4.557124862305110,6.663546913595070,30.553824147510900,-19.49946842793010,3.41,1.56,14,89.2,-10,94.3,2594,6.4,633598,621111,669257,607461,621035,457759,666158,572041,605141,656716,54.15,0.126,0.113,0,1,0,0,2,8,2,0,2,0,2,2,0,0,2,Standard,Standard,176,-0.016,-0.136
FC,Cutter,2021-06-18,83.3,-1.54,5.84,"Marte, Ketel",606466,545333,single,hit_into_play,,,,,11,Ketel Marte singles on a line drive to left fielder AJ Pollock.   Josh Rojas to 2nd.,R,L,R,ARI,LAD,X,7,line_drive,1,1,2021,0.25,-0.42,-0.23,3.89,,,668942,2,5,Bot,65.62,116.42,,,669257,,,2.5262289240136500,-121.28057907335400,2.7489395681694300,2.012801667875660,22.020684883398400,-37.05761451008860,3.41,1.56,268,87.8,20,83.7,2595,6.4,633604,545333,669257,405395,621035,457759,666158,572041,605141,519306,54.13,0.477,0.478,0.9,1,1,0,4,38,3,0,0,0,0,0,0,0,0,Infield shift,Standard,72,0.027,0.287
CH,Changeup,2021-06-18,87.6,-1.71,5.58,"Marte, Ketel",606466,545333,field_out,hit_into_play,,,,,4,"Ketel Marte lines out sharply, second baseman Chris Taylor to first baseman Albert Pujols.",R,L,R,ARI,LAD,X,4,line_drive,1,0,2021,-1.23,0.6,-0.46,2.79,,668942,,2,3,Bot,164.17,128.13,,,669257,,,5.604146571068930,-127.55153329948800,-1.85123467898048,-14.577850490305000,26.210043648899700,-25.500102351690300,3.41,1.56,150,100.4,7,88.1,1821,6.6,633604,545333,669257,405395,621035,457759,666158,572041,605141,519306,53.92,0.551,0.496,0,1,0,0,4,21,2,0,0,0,0,0,0,0,0,Infield shift,Standard,231,-0.038,-0.343
SL,Slider,2021-06-18,87.3,-1.39,6.05,"Marte, Ketel",606466,519076,field_out,hit_into_play,,,,,6,"Ketel Marte grounds out softly, pitcher Jimmy Nelson to first baseman Andy Burns.",R,L,R,ARI,LAD,X,1,ground_ball,2,1,2021,1.63,0.21,0.58,2.79,,,,1,8,Bot,132.6,177.19,,,669257,,,1.3778860671670100,-127.16840412537100,-2.146444876995070,17.434511472189000,26.456732403328200,-29.6905540757906,3.41,1.56,2,48.6,-52,87.3,3152,6.2,633604,519076,669257,542992,621035,457759,666158,572041,605141,519306,54.25,0.22,0.198,0,1,0,0,1,60,4,0,3,0,3,3,0,0,3,Standard,Standard,56,-0.015,-0.195
CH,Changeup,2021-06-18,89.4,-1.7,5.72,"Marte, Ketel",606466,545333,strikeout,swinging_strike,,,,,13,Ketel Marte strikes out swinging.,R,L,R,ARI,LAD,S,2,,2,2,2021,-1.57,0.57,-1.67,1.31,,668942,,0,1,Bot,,,,,669257,,,3.3690381803796900,-129.9986202733740,-6.043895805792250,-18.457751377149100,28.128952829638800,-24.644933688048900,3.41,1.56,,,,89.4,1815,6.4,633604,545333,669257,405395,621035,457759,666158,572041,605141,519306,54.08,,,0,1,0,0,,6,5,0,0,0,0,0,0,0,0,Infield shift,Standard,234,-0.041,-0.377
SL,Slider,2021-06-16,89.4,-1.86,5.51,"Marte, Ketel",606466,543101,single,hit_into_play,,,,,8,Ketel Marte singles on a sharp ground ball to right fielder Mike Yastrzemski.   Josh Rojas to 2nd.,R,L,R,SF,ARI,X,9,ground_ball,1,2,2021,0.46,0.5,0.19,2.1,,,668942,1,5,Top,186.2,97.62,,,457763,,,4.132856969769030,-130.35650403354300,-3.5941536903403500,4.579477712531760,22.733636245130500,-25.95518441399960,3.41,1.56,129,108.4,6,91,2338,6.8,633645,543101,457763,474832,456781,613564,543063,664774,621453,573262,53.74,0.694,0.662,0.9,1,1,0,4,45,4,8,2,2,8,2,8,2,8,Infield shift,Standard,170,-0.013,0.565
KC,Knuckle Curve,2021-06-16,79.7,-1.74,5.52,"Marte, Ketel",606466,543101,field_out,hit_into_play,,,,,8,Ketel Marte lines out sharply to right fielder Mike Yastrzemski.,R,L,R,SF,ARI,X,9,line_drive,0,1,2021,0.66,-0.88,0.06,1.46,,,,0,3,Top,195.94,89.79,,,457763,,,2.723994608106580,-116.12186884071600,-0.6210636590347120,5.609752794374090,18.907090236698100,-40.34272257489720,3.41,1.56,320,103.4,17,80.6,2119,6.6,633645,543101,457763,474832,456781,613564,543063,664774,621453,573262,53.94,0.494,0.563,0,1,0,0,5,23,2,4,2,2,4,2,4,2,4,Infield shift,Standard,51,0.024,-0.203
FF,4-Seam Fastball,2021-06-16,92.5,3.05,6.05,"Marte, Ketel",606466,669214,double,hit_into_play,,,,,11,Ketel Marte doubles (9) on a ground ball to right fielder Mike Yastrzemski.   Ildemaro Vargas scores.    Stephen Vogt scores.    Josh Rojas to 3rd.,R,R,L,SF,ARI,X,9,ground_ball,0,0,2021,0.28,1.38,-0.51,3.83,545121,519390,668942,2,6,Top,195.72,132.86,,,457763,,,-9.769146250103470,-134.4723874225390,-2.9357507319176300,5.3165682254183600,26.161344906575400,-14.903266615644900,3.41,1.56,88,69.3,7,93.5,2068,6.7,633645,669214,457763,474832,456781,613564,643289,664774,621453,573262,53.78,0.251,0.242,1.25,1,1,1,2,63,1,13,3,3,13,5,13,5,13,Standard,Strategic,150,-0.005,2.212
FF,4-Seam Fastball,2021-06-16,95,-1.4,5.46,"Marte, Ketel",606466,642073,field_out,hit_into_play,,,,,5,"Ketel Marte grounds out, third baseman Jason Vosler to first baseman Brandon Belt.",R,L,R,SF,ARI,X,5,ground_ball,1,2,2021,-0.53,1.38,-0.03,2.48,,,,0,9,Top,145.15,136.55,,,457763,,,4.751740992408640,-138.31311279621400,-5.265798034007450,-7.862342967766180,29.001642939798300,-13.39803624363250,3.41,1.56,56,88.4,2,94.8,2282,6,633645,642073,457763,474832,456781,613564,643289,664774,621453,573262,54.52,0.36,0.347,0,1,0,0,2,84,4,13,7,7,13,7,13,7,13,Infield shift,Standard,220,0.001,-0.173
