"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"CH","2022-07-02","83.1","1.53","6.36","Marte, Ketel",606466,596295,"single","hit_into_play",,,,,9,"Ketel Marte singles on a line drive to left fielder Kris Bryant.   Cooper Hummel scores.","R","R","L","COL","ARI","X",7,"line_drive",2,2,2022,"0.71","0.74","0.38","1.68",669450,,,0,4,"Top",77.37,118.7,,,661531,,,-4.025565909710372,-120.97741491296284,-5.864992345938447,7.668451754221653,19.105744927726374,-24.047532411540416,"3.53","1.7",194,"77.2",15,"84.3",1726,"6.6",662910,596295,661531,543068,663898,641857,578428,592178,545341,656582,"53.87",0.686,0.635,"0.9",1,1,0,4,25,5,"Changeup",4,1,1,4,2,4,2,4,"Standard","Standard",119,"-0.053","0.533"
"FF","2022-07-02","93.8","1.48","6.74","Marte, Ketel",606466,596295,"field_out","hit_into_play",,,,,2,"Ketel Marte lines out to center fielder Randal Grichuk.","R","R","L","COL","ARI","X",8,"line_drive",1,1,2022,"0.35","1.37","0.06","3.09",,,,2,1,"Top",113.91,79.57,,,661531,,,-4.457409009989964,-136.53581657804708,-6.803473561399801,5.301422409112976,27.689641813222824,-13.693933454985173,"3.53","1.7",299,"81",27,"94.5",2133,"6.5",662910,596295,661531,543068,663898,641857,578428,592178,545341,656582,"54",0.183,0.165,"0",1,0,0,3,3,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",155,"0.01","-0.093"
"FC","2022-07-02","90.1","-1.27","6.33","Marte, Ketel",606466,517008,"field_out","hit_into_play",,,,,5,"Ketel Marte flies out to center fielder Randal Grichuk.","R","L","R","COL","ARI","X",8,"fly_ball",1,1,2022,"0.53","0.4","-0.07","2.33",,656669,,2,8,"Top",88.87,65.8,,,661531,,,1.8559539869770914,-131.30511237547748,-4.93499852943687,5.876807836219139,22.365500695953507,-26.845131263593792,"3.53","1.7",342,"92.1",36,"90.4",2324,"6",662910,517008,661531,543068,663898,641857,578428,592178,545341,656582,"54.53",0.043,0.058,"0",1,0,0,3,66,3,"Cutter",11,5,5,11,5,11,5,11,"Standard","Standard",171,"0.002","-0.295"
"CH","2022-07-01","80.4","2.89","6.22","Marte, Ketel",606466,621389,"field_out","hit_into_play",,,,,12,"Ketel Marte pops out to first baseman C.  J. Cron in foul territory.","R","R","L","COL","ARI","X",3,"popup",1,0,2022,"1.31","0.4","0.87","2.65",,,668942,2,5,"Top",177.02,174.85,,,553869,,,-6.774178868991267,-117.00421220528798,-2.080185933484063,13.253370143042869,18.127978302916343,-28.33224049165208,"3.52","1.7",144,"75.1",70,"79.2",1915,"5.1",662997,621389,553869,543068,663898,641857,578428,592178,545341,656582,"55.44",0.006,0.007,"0",1,0,0,3,36,2,"Changeup",0,3,3,0,3,0,3,0,"Standard","Standard",104,"0.012","-0.251"
"FF","2022-07-01","99.1","-2.31","5.42","Marte, Ketel",606466,608032,"walk","ball",,,,,11,"Ketel Marte walks.","R","L","R","COL","ARI","B",,,3,1,2022,"-0.88","0.76","-1","3.29",,,,1,9,"Top",,,,,553869,,,5.596729369322643,-144.43679122407212,-2.2881501350995426,-13.550657003282154,27.45382067066962,-21.085737922527915,"3.59","1.78",,,,"99.4",2301,"6",662997,608032,553869,543068,663898,641857,578428,592178,545341,656582,"54.52",,,"0.7",1,0,0,,69,5,"4-Seam Fastball",3,9,9,3,9,3,9,3,"Standard","Strategic",222,"0","0.162"
"FF","2022-07-01","96.1","-0.79","5.84","Marte, Ketel",606466,596112,"field_out","hit_into_play",,,,,4,"Ketel Marte grounds out, first baseman C.  J. Cron to pitcher Robert Stephenson.","R","L","R","COL","ARI","X",3,"ground_ball",3,1,2022,"-0.89","1.02","-0.5","2.44",,,,2,7,"Top",151.57,168.79,,,553869,,,2.776286913838054,-140.0919078410261,-5.84235195265254,-12.379066061950121,25.723826397584073,-17.66452454666671,"3.52","1.7",4,"73.5",-32,"96.8",2396,"6.2",662997,596112,553869,543068,663898,641857,578428,592178,545341,656582,"54.34",0.051,0.046,"0",1,0,0,2,52,5,"4-Seam Fastball",1,6,6,1,6,1,6,1,"Standard","Strategic",222,"0.001","-0.153"
"CH","2022-07-01","89.5","-2.11","6.12","Marte, Ketel",606466,622608,"strikeout","swinging_strike",,,,,13,"Ketel Marte strikes out swinging.","R","L","R","COL","ARI","S",2,,3,2,2022,"-0.74","0.59","-1.06","1.85",677950,,,0,1,"Top",,,,,553869,,,4.128412536828211,-130.31551955968484,-5.838800736936754,-9.280697605729282,22.711965610910674,-24.52249215517442,"3.52","1.7",,,,"89.6",2169,"5.9",662997,622608,553869,543068,663898,641857,578428,592178,545341,656582,"54.56",,,"0",1,0,0,,3,6,"Changeup",0,1,1,0,1,0,1,0,"Standard","Strategic",208,"0.034","-0.396"
"SI","2022-07-01","93","2.67","6.19","Marte, Ketel",606466,621389,"strikeout","called_strike",,,,,13,"Ketel Marte called out on strikes.","R","R","L","COL","ARI","S",2,,1,2,2022,"0.93","0.55","-0.84","2.26",,,,0,3,"Top",,,,,553869,,,-10.753546015610516,-134.92154485727164,-5.3660618959370066,13.676812075762573,29.263429376552374,-24.420274526067036,"3.47","1.64",,,,"90.9",2236,"5.1",662997,621389,553869,543068,663898,641857,578428,592178,545341,656582,"55.35",,,"0",1,0,0,,19,4,"Sinker",0,3,3,0,3,0,3,0,"Standard","Standard",126,"0.013","-0.158"
"FF","2022-06-29","92.9","-1.67","5.38","Marte, Ketel",606466,605182,"strikeout","foul_tip",,,,,5,"Ketel Marte strikes out on a foul tip.","R","L","R","ARI","SD","S",2,,3,2,2022,"-0.71","1.33","-0.04","2.72",,,,2,6,"Bot",,,,,543592,,,5.822005686145945,-135.00367666042038,-3.934328460096771,-10.006141536721913,32.60653251434796,-15.255365061549027,"3.59","1.75",,,,"93.7",2094,"7.1",663325,605182,543592,543333,630105,673490,682928,595777,663757,640492,"53.43",,,"0",1,0,0,,49,6,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Infield shift","Standard",210,"-0.014","-0.116"
"CH","2022-06-29","86.5","-1.47","5.55","Marte, Ketel",606466,605182,"field_out","hit_into_play",,,,,11,"Ketel Marte grounds out, shortstop C.  J. Abrams to first baseman Eric Hosmer.","R","L","R","ARI","SD","X",6,"ground_ball",3,2,2022,"-1.26","0.67","-0.93","3.08",,,,0,4,"Bot",135.26,143.79,,,543592,,,3.9282631273217805,-125.8060444533577,-0.9742891561691738,-14.15289613293267,28.431353440722088,-25.135806541663012,"3.59","1.75",27,"94.4",-5,"87.4",1496,"7.1",663325,605182,543592,543333,630105,673490,682928,595777,663757,640492,"53.38",0.257,0.254,"0",1,0,0,2,28,8,"Changeup",0,0,0,0,0,0,0,0,"Infield shift","Standard",230,"-0.027","-0.298"
"FF","2022-06-29","93.9","-2.02","5.97","Marte, Ketel",606466,607259,"field_out","hit_into_play",,,,,3,"Ketel Marte grounds out, first baseman Jake Cronenworth to pitcher Nick Martinez.","R","L","R","ARI","SD","X",3,"ground_ball",0,1,2022,"-0.61","1.24","0.55","3.33",,,,0,9,"Bot",151.48,166.09,,,543592,,,7.936366072065417,-136.57011127888464,-3.8424148249499552,-9.426516091057799,30.373055512383672,-15.982672290737119,"3.59","1.75",26,"70.6",-4,"93.1",2262,"5.9",663325,607259,543592,630105,642727,673490,682928,595777,663757,640492,"54.63",0.086,0.077,"0",1,0,0,2,71,2,"4-Seam Fastball",0,4,0,4,4,0,0,4,"Infield shift","Standard",216,"-0.01","-0.187"
"FF","2022-06-29","94.3","-1.76","5.62","Marte, Ketel",606466,605182,"field_out","hit_into_play",,,,,13,"Ketel Marte flies out to right fielder Jose Azocar.","R","L","R","ARI","SD","X",9,"fly_ball",2,0,2022,"-0.93","1.38","-0.52","1.45",,,,2,1,"Bot",189.53,76.43,,,543592,,,5.356571110169949,-136.92366512080508,-8.215376178929347,-12.927060864104256,34.91702144296582,-13.085616477018407,"3.59","1.75",340,"89.7",29,"94.9",2143,"7.1",663325,605182,543592,543333,630105,673490,682928,595777,663757,640492,"53.41",0.083,0.111,"0",1,0,0,3,6,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",208,"-0.01","-0.137"
"SI","2022-06-28","89.8","2.99","5.38","Marte, Ketel",606466,640455,"single","hit_into_play",,,,,1,"Ketel Marte singles on a line drive to left fielder Jurickson Profar.","R","R","L","ARI","SD","X",7,"line_drive",3,1,2022,"1.18","1.23","-0.5","3.29",,,,0,7,"Bot",65.72,94.69,,,595751,,,-11.413174042386453,-130.21136074025995,-1.719195554903807,15.93030403626134,30.17082724371996,-18.04969162396691,"3.59","1.75",234,"85",18,"91.6",2003,"7.8",663344,640455,595751,543333,630105,673490,682928,595777,663757,608577,"52.68",0.849,0.816,"0.9",1,1,0,4,53,5,"Sinker",0,6,0,6,6,0,0,6,"Standard","Standard",129,"0.011","0.241"
"CH","2022-06-28","82.6","3.08","5.66","Marte, Ketel",606466,640455,"field_out","hit_into_play",,,,,14,"Ketel Marte grounds out, pitcher Sean Manaea to first baseman Eric Hosmer.","R","R","L","ARI","SD","X",1,"ground_ball",0,1,2022,"1.48","0.53","0.54","1.17",,,,0,4,"Bot",126.79,173.48,,,595751,,,-8.791270587602277,-119.88983318951435,-4.727490948177662,16.060088673860832,24.94525933785512,-26.284014294724482,"3.59","1.75",2,"66.8",-32,"83.3",1778,"7.1",663344,640455,595751,543333,630105,673490,682928,595777,663757,608577,"53.42",0.046,0.041,"0",1,0,0,2,26,2,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",131,"-0.027","-0.187"
"SI","2022-06-28","95.4","1.6","5.73","Marte, Ketel",606466,573124,"single","hit_into_play",,,,,8,"Ketel Marte singles on a ground ball to center fielder Trent Grisham.   Josh Rojas to 2nd.","R","R","L","ARI","SD","X",8,"ground_ball",0,1,2022,"1.59","0.67","-0.04","2.25",,,668942,2,9,"Bot",132.73,86.02,,,543592,,,-7.756520270751795,-138.6482771921439,-4.885039896045219,22.31291329953522,34.47571297603513,-22.60894166792053,"3.59","1.75",146,"110.5",4,"93.6",2252,"5.6",663344,573124,543592,543333,630105,673490,682928,595777,663757,640492,"54.93",0.634,0.584,"0.9",1,1,0,4,80,2,"Sinker",6,6,6,6,6,6,6,6,"Standard","Standard",124,"0.048","0.323"
"SI","2022-06-28","91.4","3.18","5.3","Marte, Ketel",606466,640455,"walk","ball",,,,,12,"Ketel Marte walks.","R","R","L","ARI","SD","B",,,3,2,2022,"1.11","0.92","1.27","3.33",,,,2,1,"Bot",,,,,595751,,,-7.36472168868935,-132.8417112058421,-1.029613161007251,14.783686229618803,30.368002277564873,-21.3127922844775,"3.33","1.56",,,,"93",1886,"7.5",663344,640455,595751,543333,630105,673490,682928,595777,663757,608577,"53.03",,,"0.7",1,0,0,,6,7,"Sinker",0,0,0,0,0,0,0,0,"Strategic","Standard",128,"0.012","0.101"
"SI","2022-06-28","99.6","-2.86","6.21","Marte, Ketel",606466,472610,"walk","ball",,,,,11,"Ketel Marte walks.","R","L","R","ARI","SD","B",,,3,2,2022,"-1.14","0.88","-1.58","3.72",,668942,,0,8,"Bot",,,,,595751,,,6.239775487925577,-144.81370584143667,-3.4983808837086228,-17.48931726608697,35.58284103556862,-19.198937257314512,"3.45","1.66",,,,"99.8",2068,"6.6",663344,472610,595751,543333,630105,673490,682928,595777,663757,640492,"53.91",,,"0.7",1,0,0,,67,7,"Sinker",4,6,4,6,6,4,4,6,"Strategic","Strategic",214,"0.087","0.346"
"SI","2022-06-21","88.4","2.71","5.4","Marte, Ketel",606466,640455,"field_out","hit_into_play",,,,,6,"Ketel Marte pops out to second baseman Jake Cronenworth.","R","R","L","SD","ARI","X",4,"popup",0,0,2022,"0.97","1.29","0.69","2.52",,,,0,6,"Top",134.19,120.4,,,595751,,,-7.059298702367117,-128.48214439533888,-3.5754041759691315,12.345128743206976,30.21290839404447,-17.414969450989993,"3.53","1.72",200,"91.8",59,"89",1946,"7",662248,640455,595751,543333,630105,673490,682928,595777,663757,608577,"53.46",0.006,0.007,"0",1,0,0,3,42,1,"Sinker",1,2,2,1,2,1,2,1,"Strategic","Standard",136,"0.024","-0.221"
"CH","2022-06-21","87","2.65","5.52","Marte, Ketel",606466,640455,"field_out","hit_into_play",,,,,9,"Ketel Marte flies out to left fielder Jurickson Profar.","R","R","L","SD","ARI","X",7,"fly_ball",0,2,2022,"1.11","0.73","0.61","1.67",,,,2,3,"Top",70.39,93.56,,,595751,,,-7.292689348731739,-126.52112551712666,-4.618671421646097,13.372011506687418,25.983579785410406,-23.562844761342014,"3.53","1.72",295,"81.9",30,"88.5",1452,"7.3",662248,640455,595751,543333,630105,673490,682928,595777,663757,608577,"53.22",0.086,0.101,"0",1,0,0,3,18,3,"Changeup",0,2,2,0,2,0,2,0,"Strategic","Standard",132,"0.008","-0.059"
"SL","2022-06-21","80","-2.02","5.34","Marte, Ketel",606466,621051,"walk","ball",,,,,13,"Ketel Marte walks.","R","L","R","SD","ARI","B",,,3,0,2022,"1.39","-0.11","-0.94","1.37",,656669,,1,11,"Top",,,,,595751,,,-0.24638246544602838,-116.51665045244047,-1.7758585607557533,12.598866410741607,24.68453190919151,-32.99020011318475,"3.47","1.61",,,,"80.1",2632,"6.6",662248,621051,595751,543333,630105,673490,682928,595777,663757,608577,"53.89",,,"0.7",1,0,0,,79,4,"Slider",2,2,2,2,2,2,2,2,"Infield shift","Standard",60,"-0.017","0.093"
"SI","2022-06-21","94.5","2.8","5.31","Marte, Ketel",606466,640455,"strikeout","swinging_strike",,,,,12,"Ketel Marte strikes out swinging.","R","R","L","SD","ARI","S",2,,1,2,2022,"0.87","1.11","0.65","3.86",,,,2,1,"Top",,,,,595751,,,-7.682473530179779,-137.48402581944197,-0.5764397937401978,12.792045901560298,31.549370317082257,-18.17866646505063,"3.53","1.72",,,,"95.9",2065,"7.2",662248,640455,595751,543333,630105,673490,682928,595777,663757,608577,"53.32",,,"0",1,0,0,,3,4,"Sinker",0,0,0,0,0,0,0,0,"Strategic","Standard",128,"0.01","-0.07"
"FS","2022-06-21","89.4","-2.49","6.07","Marte, Ketel",606466,472610,"strikeout","foul_tip",,,,,13,"Ketel Marte strikes out on a foul tip.","R","L","R","SD","ARI","S",2,,2,2,2022,"-0.29","0.22","-0.38","1.39",,,,1,8,"Top",,,,,595751,,,5.86011053015058,-129.98813794112135,-5.981021076968521,-4.538638198951154,27.67075867604552,-28.65557708632388,"3.53","1.72",,,,"89.8",982,"6.6",662248,472610,595751,543333,630105,673490,682928,595777,663757,608577,"53.9",,,"0",1,0,0,,59,5,"Split-Finger",2,2,2,2,2,2,2,2,"Strategic","Strategic",228,"0.034","-0.134"
"FC","2022-05-29","82.5","3.16","5.31","Marte, Ketel",606466,542881,"strikeout","swinging_strike",,,,,12,"Ketel Marte strikes out swinging.","R","R","L","ARI","LAD","S",2,,2,2,2022,"-0.28","0.61","0.68","3.97",,,,0,6,"Bot",,,,,605131,,,-5.075099564128801,-119.976536643848,2.2847325331510913,-1.7340439400192156,23.780682352560902,-26.96876345433226,"3.63","1.73",,,,"82.3",2471,"6.2",663328,542881,605131,518692,666158,621458,607208,607680,621035,605141,"54.29",,,"0",1,0,0,,44,5,"Cutter",0,3,0,3,3,0,0,3,"Infield shift","Standard",197,"-0.026","-0.195"
"FC","2022-05-29","87.1","2","5.99","Marte, Ketel",606466,542881,"field_out","hit_into_play",,,,,13,"Ketel Marte flies out to right fielder Mookie Betts.","R","R","L","ARI","LAD","X",9,"fly_ball",0,0,2022,"-0.2","0.97","-0.41","1.5",,,669450,2,3,"Bot",159.13,111.28,,,605131,,,-5.369562910680513,-126.67856701332316,-6.615294768538571,-1.11756307846903,25.719403052573632,-20.613428386555572,"3.63","1.73",235,"91",58,"87.2",2369,"6.4",663328,542881,605131,518692,666158,621458,607208,607680,621035,605141,"54.15",0.006,0.005,"0",1,0,0,3,25,1,"Cutter",0,3,0,3,3,0,0,3,"Standard","Standard",161,"-0.022","-0.219"
"FC","2022-05-29","87.5","2.02","6.1","Marte, Ketel",606466,542881,"double","hit_into_play",,,,,1,"Ketel Marte doubles (16) on a ground ball to left fielder Kevin Pillar.","R","R","L","ARI","LAD","X",7,"ground_ball",0,1,2022,"0.04","1.02","-0.65","3.15",,,,2,1,"Bot",70.38,151.4,,,605131,,,-6.4841908689032,-127.29907273691715,-3.1190174045780226,1.6446008846225,24.709684073502675,-20.63258211208633,"3.63","1.73",82,"91.1",4,"87.3",2432,"6.1",663328,542881,605131,518692,666158,621458,607208,607680,621035,605141,"54.44",0.377,0.339,"1.25",1,1,1,4,6,2,"Cutter",0,0,0,0,0,0,0,0,"Infield shift","Standard",159,"0.023","0.237"
"FC","2022-05-29","94.5","-2.69","5.44","Marte, Ketel",606466,623465,"grounded_into_double_play","hit_into_play",,,,,14,"Ketel Marte grounds into a double play, first baseman Freddie Freeman to shortstop Trea Turner.   Josh Rojas out at 2nd.    Ketel Marte out at 1st.","R","L","R","ARI","LAD","X",3,"ground_ball",3,2,2022,"-0.19","0.74","0.46","1.58",,,668942,0,8,"Bot",149.45,175.71,,,605131,,,8.671731011180983,-137.2292121810451,-6.006371129732138,-4.451523340514005,32.126145580342566,-21.575846804674576,"3.63","1.73",6,"97.3",-14,"94.6",2413,"6.6",663328,623465,605131,518692,666158,621458,607208,607680,621035,605141,"53.93",0.194,0.176,"0",1,0,0,2,59,6,"Cutter",0,3,0,3,3,0,0,3,"Infield shift","Standard",214,"-0.088","-0.636"
"FS","2022-05-28","85","-1.08","6.21","Marte, Ketel",606466,664062,"field_out","hit_into_play",,,,,14,"Ketel Marte grounds out, second baseman Gavin Lux to first baseman Freddie Freeman.","R","L","R","ARI","LAD","X",4,"ground_ball",0,0,2022,"-1.4","0.44","0.28","0.93",,,,1,6,"Bot",160.95,153.58,,,669257,,,5.964113190650752,-123.57310807962358,-6.9065871986269425,-15.5739365872516,24.834791108697427,-26.467048939076193,"3.56","1.7",4,"74.8",-16,"84.6",1770,"6.1",663330,664062,669257,518692,666158,457759,607208,621035,641355,605141,"54.38",0.071,0.079,"0",1,0,0,2,48,1,"Split-Finger",2,3,2,3,3,2,2,3,"Infield shift","Standard",240,"-0.028","-0.155"
"FS","2022-05-28","84.7","-1.02","6.25","Marte, Ketel",606466,664062,"field_out","hit_into_play",,,,,14,"Ketel Marte grounds out softly, third baseman Justin Turner to first baseman Freddie Freeman.","R","L","R","ARI","LAD","X",5,"ground_ball",3,2,2022,"-1.11","0.31","0.68","1.03",,,,2,3,"Bot",139.43,140.55,,,669257,,,6.161842498093438,-123.12041764363217,-6.412567719395,-12.532215341373071,24.747469497364946,-27.930888837261218,"3.56","1.7",4,"56.4",-3,"84.3",1516,"6.1",663330,664062,669257,518692,666158,457759,607208,621035,641355,605141,"54.39",0.12,0.114,"0",1,0,0,1,25,6,"Split-Finger",2,1,2,1,1,2,2,1,"Infield shift","Standard",244,"-0.009","-0.116"
"FF","2022-05-28","93.6","-0.99","6.28","Marte, Ketel",606466,664062,"field_out","hit_into_play",,,,,9,"Ketel Marte grounds out, first baseman Freddie Freeman to pitcher Tony Gonsolin.","R","L","R","ARI","LAD","X",3,"ground_ball",3,2,2022,"-0.66","1.49","0.74","1.61",,,,2,1,"Bot",151.88,166.29,,,669257,,,5.9168818581096225,-135.81069601979402,-9.437124712374969,-9.609306354376734,35.125718675089686,-11.70887274172136,"3.56","1.7",13,"74.3",-6,"92.6",2353,"6.2",663330,664062,669257,518692,666158,457759,607208,621035,641355,605141,"54.25",0.077,0.069,"0",1,0,0,2,7,6,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Infield shift","Standard",212,"-0.01","-0.116"
"FF","2022-05-28","97.8","-2.81","5.53","Marte, Ketel",606466,543339,"double","hit_into_play",,,,,4,"Ketel Marte doubles (15) on a sharp line drive to center fielder Cody Bellinger.","R","L","R","ARI","LAD","X",8,"line_drive",3,2,2022,"-0.86","1.44","-0.39","2.62",,,,0,9,"Bot",72.6,52.82,,,669257,,,8.49676287851338,-141.9881535336227,-5.5995830591019855,-13.71680849195272,36.21920270837568,-11.590976054263841,"3.56","1.7",328,"101",17,"97.3",2514,"6.4",663330,543339,669257,518692,593643,457759,607208,621035,641355,605141,"54.12",0.423,0.432,"1.25",1,1,1,4,68,7,"4-Seam Fastball",2,3,2,3,3,2,2,3,"Infield shift","Standard",221,"0.244","0.555"
"SL","2022-05-27","84.6","-2.41","5.61","Marte, Ketel",606466,686752,"grounded_into_double_play","hit_into_play",,,,,11,"Ketel Marte grounds into a double play, shortstop Trea Turner to second baseman Hanser Alberto to first baseman Freddie Freeman.   Josh Rojas out at 2nd.    Ketel Marte out at 1st.","R","L","R","ARI","LAD","X",6,"ground_ball",2,2,2022,"0.82","-0.1","-1.31","2.67",,,668942,1,3,"Bot",115.04,147.43,,,669257,,,0.939495299065925,-123.28968157199756,-0.3133000042335796,8.16059250158423,25.039236542988903,-33.367874481676644,"3.56","1.7",9,"100.6",-16,"85.2",2788,"6.7",663347,686752,669257,518692,593643,457759,607208,621035,641355,605141,"53.85",0.189,0.17,"0",1,0,0,2,26,5,"Slider",0,4,0,4,4,0,0,4,"Infield shift","Standard",121,"-0.04","-0.341"
"FF","2022-05-27","97","-3.13","4.86","Marte, Ketel",606466,518886,"field_out","hit_into_play",,,,,6,"Ketel Marte pops out to shortstop Trea Turner.","R","L","R","ARI","LAD","X",6,"popup",2,1,2022,"-0.8","1.34","0.81","2.8",669450,668942,,0,9,"Bot",101.34,140.82,,,669257,,,12.450549872264663,-140.6801360212288,-2.94377259661667,-13.698728627405744,35.11030740641562,-13.974663413058366,"3.56","1.7",153,"85.2",68,"97.2",2374,"6.8",663347,518886,669257,518692,593643,457759,607208,621035,641355,605141,"53.67",0.006,0.005,"0",1,0,0,3,76,4,"4-Seam Fastball",3,6,3,6,6,3,3,6,"Standard","Standard",226,"-0.081","-0.325"
"FF","2022-05-27","94.6","0.87","5.77","Marte, Ketel",606466,681911,"single","hit_into_play",,,,,7,"Ketel Marte singles on a sharp line drive to left fielder Chris Taylor.   Josh Rojas to 2nd.","R","R","L","ARI","LAD","X",7,"line_drive",0,0,2022,"0.37","1.69","-0.34","1.82",,,668942,2,7,"Bot",95.76,95.07,,,669257,,,-4.0118505015464025,-137.42172165900644,-8.372917889514483,5.705658882074939,34.31743160345841,-9.089122930034149,"3.56","1.7",164,"108.6",7,"94.7",2327,"6.7",663347,681911,669257,518692,593643,457759,607208,621035,641355,605141,"53.79",0.711,0.686,"0.9",1,1,0,4,61,1,"4-Seam Fastball",2,6,2,6,6,2,2,6,"Infield shift","Standard",167,"0.016","0.288"
"FF","2022-05-27","95.6","-2.1","5.76","Marte, Ketel",606466,686752,"strikeout","swinging_strike",,,,,1,"Ketel Marte strikes out swinging.","R","L","R","ARI","LAD","S",2,,0,2,2022,"-0.82","1.46","-0.83","3.45",,,662139,1,1,"Bot",,,,,669257,,,5.2546342010186615,-139.12440028334336,-3.7569037990195855,-11.894998010545619,33.25410195959989,-12.632090492990125,"3.56","1.7",,,,"96.1",2423,"6.7",663347,686752,669257,518692,593643,457759,607208,621035,641355,605141,"53.8",,,"0",1,0,0,,7,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",215,"-0.028","-0.179"
"SI","2022-05-27","101.5","-1.52","6.17","Marte, Ketel",606466,660813,"field_out","hit_into_play",,,,,8,"Ketel Marte grounds out sharply, shortstop Trea Turner to first baseman Freddie Freeman.","R","L","R","ARI","LAD","X",6,"ground_ball",3,2,2022,"-1.23","0.69","0.22","2.21",,645444,656669,2,5,"Bot",117.57,144.89,,,669257,,,7.757055839893615,-147.50093460442108,-7.380281302856857,-19.870625041685273,35.04365976278679,-20.49158813037544,"3.56","1.7",45,"104.4",-1,"100.6",2103,"5.8",663347,660813,669257,518692,593643,457759,607208,621035,641355,605141,"54.65",0.429,0.4,"0",1,0,0,4,41,6,"Sinker",1,4,1,4,4,1,1,4,"Standard","Standard",221,"-0.047","-0.461"
"FF","2022-05-26","92.5","-2.5","6.14","Marte, Ketel",606466,669952,"field_out","hit_into_play",,,,,5,"Ketel Marte lines out to right fielder Mookie Betts.   Daulton Varsho to 3rd.","R","L","R","ARI","LAD","X",9,"line_drive",3,1,2022,"-0.17","1.26","0.24","2.56",,662139,668942,1,3,"Bot",164.14,55.03,,,669257,,,7.364747866925746,-134.4665887438756,-6.033550320333879,-3.760735242130463,30.763679911126445,-15.768118041761694,"3.54","1.68",368,"98.9",23,"92.3",2354,"6.3",663338,669952,669257,518692,666158,457759,607208,621035,641355,605141,"54.18",0.4,0.566,"0",1,0,0,5,31,5,"4-Seam Fastball",0,6,0,6,6,0,0,6,"Standard","Standard",204,"-0.021","-0.684"
"FC","2022-05-26","85.4","2.83","5.78","Marte, Ketel",606466,677865,"field_out","hit_into_play",,,,,2,"Ketel Marte grounds out sharply, third baseman Justin Turner to first baseman Freddie Freeman.","R","R","L","ARI","LAD","X",5,"ground_ball",0,0,2022,"-0.43","0.38","-0.19","3.21",,662139,668942,2,5,"Bot",95.07,165.19,,,669257,,,-6.295576186604022,-124.17719811573983,-0.4895089620944546,-3.0981669713573896,26.120400445223513,-28.329311327967545,"3.54","1.68",60,"110.3",1,"85.9",2251,"6.8",663338,677865,669257,518692,666158,457759,607208,621035,641355,605141,"53.71",0.534,0.491,"0",1,0,0,4,48,1,"Cutter",0,6,0,6,6,0,0,6,"Infield shift","Standard",193,"-0.014","-0.445"
"FF","2022-05-26","93.7","-2.93","4.92","Marte, Ketel",606466,641360,"single","hit_into_play",,,,,13,"Umpire reviewed (play at 1st), call on the field was upheld: Ketel Marte singles on a ground ball to third baseman Justin Turner.","R","L","R","ARI","LAD","X",5,"ground_ball",2,2,2022,"-0.41","1.29","-0.99","2.09",,,,1,8,"Bot",127.72,143.36,,,669257,,,5.970113351113499,-136.29550046505707,-4.4284976363447,-6.475206608430829,31.228697745948097,-15.369349103298362,"3.54","1.68",3,"97.1",-38,"94.3",2367,"6.7",663338,641360,669257,621458,593643,457759,666158,621035,641355,605141,"53.77",0.094,0.085,"0.9",1,1,0,2,78,5,"4-Seam Fastball",1,12,1,12,12,1,1,12,"Infield shift","Standard",213,"0","0.283"
