"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2020-09-01","94.4","1.66","6.12","Marte, Ketel",606466,628711,"single","hit_into_play",,,,,6,"Ketel Marte singles on a sharp ground ball to right fielder Mookie Betts.   Tim Locastro to 3rd.","R","R","L","LAD","ARI","X",9,"ground_ball",0,0,2020,"0.49","1.62","0.45","2.67",,,641796,1,3,"Top",169.32,89.04,,,669257,,,-4.179898232252933,-137.31906169301942,-6.752330416617789,7.106118802975639,32.91287767811258,-10.350236469115615,"3.41","1.56",18,"106.7",-8,"92.8",2517,"5.6",631355,628711,669257,571970,666158,621458,608369,571771,621035,605141,"54.94",0.32,0.3,"0.9",1,1,0,2,22,1,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Infield shift","Standard",145,"-0.07","0.505"
"SI","2020-09-01","91.3","2.13","5","Marte, Ketel",606466,622072,"field_out","hit_into_play",,,,,6,"Ketel Marte flies out to center fielder Chris Taylor.","R","R","L","LAD","ARI","X",8,"fly_ball",0,2,2020,"0.95","1.44","0.46","2.41",,,641796,2,8,"Top",162.66,52.7,,,669257,,,-6.266003497394226,-132.8025082203854,-3.7878444617688767,12.535443628151878,26.96817448923272,-14.419652828121654,"3.41","1.56",357,"96.2",27,"91.7",2218,"6.4",631355,622072,669257,571970,666158,621458,608369,571771,621035,605141,"54.06",0.307,0.454,"0",1,0,0,5,65,3,"Sinker",6,1,1,6,1,6,1,6,"Standard","Standard",119,"0.004","-0.159"
"FF","2020-09-01","94.6","1.92","6.02","Marte, Ketel",606466,628711,"field_out","hit_into_play",,,,,3,"Ketel Marte grounds out sharply, shortstop Corey Seager to first baseman Max Muncy.","R","R","L","LAD","ARI","X",6,"ground_ball",1,1,2020,"0.39","1.37","0.32","3.13",,,,1,1,"Top",110.18,153.41,,,669257,,,-4.982936103135825,-137.59562499475487,-4.853263247426668,6.097060222370574,30.884928252823947,-13.887765732075108,"3.41","1.56",37,"100.6",-3,"93.5",2531,"5.7",631355,628711,669257,571970,666158,621458,608369,571771,621035,605141,"54.79",0.393,0.372,"0",1,0,0,2,2,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",149,"0.015","-0.162"
"FF","2020-08-30","91","-2.65","5.59","Marte, Ketel",606466,456501,"single","hit_into_play",,,,,3,"Ketel Marte singles on a line drive to right fielder Mike Yastrzemski.   Daulton Varsho to 2nd.","R","L","R","ARI","SF","X",9,"line_drive",0,1,2020,"-0.75","1.24","0.55","2.92",,,662139,1,6,"Bot",184.25,92.87,,,644433,,,9.5330257122277,-132.06931857453952,-3.3612312883201483,-10.932697443736673,30.171210573141426,-17.170394571404213,"3.41","1.56",207,"94.4",11,"89.8",2258,"5.9",630219,456501,644433,474832,456781,446334,543063,543105,643289,573262,"54.62",0.82,0.783,"0.9",1,1,0,4,41,2,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",225,"0.061","0.548"
"SL","2020-08-30","85.1","-2.82","5.57","Marte, Ketel",606466,456501,"strikeout","called_strike",,,,,13,"Ketel Marte called out on strikes.","R","L","R","ARI","SF","S",2,,0,2,2020,"0.36","0.81","-0.22","1.68",,,,2,3,"Bot",,,,,644433,,,5.307569806359412,-123.74338285173216,-4.309317965922924,2.495722074956741,28.231237615776948,-23.23761076616565,"3.67","1.81",,,,"83.6",2210,"5.7",630219,456501,644433,474832,456781,446334,543063,543105,643289,573262,"54.8",,,"0",1,0,0,,22,3,"Slider",0,1,0,1,1,0,0,1,"Infield shift","Standard",197,"-0.013","-0.067"
"CH","2020-08-30","82.5","-2.74","5.64","Marte, Ketel",606466,456501,"field_out","hit_into_play",,,,,7,"Ketel Marte pops out to shortstop Brandon Crawford.","R","L","R","ARI","SF","X",6,"popup",1,1,2020,"-1.07","0.36","-0.73","2.11",,,594777,0,1,"Bot",111.56,117.46,,,644433,,,6.604341771691205,-119.88755410888925,-2.0723013287886767,-11.710930260464332,27.638782238171174,-28.51084799686229,"3.41","1.56",200,"74.6",56,"81.2",1248,"5.9",630219,456501,644433,474832,456781,446334,543063,543105,643289,573262,"54.56",0.093,0.123,"0",1,0,0,3,6,3,"Changeup",0,1,0,1,1,0,0,1,"Standard","Standard",229,"-0.035","-0.358"
"SL","2020-08-30","70","-3.91","1.15","Marte, Ketel",606466,643511,"field_out","hit_into_play",,,,,9,"Ketel Marte grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.","R","L","R","ARI","SF","X",6,"ground_ball",1,1,2020,"1.18","1.05","0.31","1.84",,,,2,8,"Bot",123.73,131.17,,,663698,,,6.127474333278876,-101.36959573516025,7.41190319933977,6.838941940527817,19.724583989465177,-26.775232565432265,"3.41","1.56",4,"91.6",-26,"68.7",2283,"6",630219,643511,663698,474832,456781,446334,543063,621453,643289,573262,"54.55",0.093,0.086,"0",1,0,0,2,61,3,"Slider",1,4,1,4,4,1,1,4,"Standard","Standard",120,"-0.008","-0.108"
"CH","2020-08-29","82.3","-2.25","6.23","Marte, Ketel",606466,502239,"field_out","hit_into_play",,,,,8,"Ketel Marte flies out to center fielder Mauricio Dubon.","R","L","R","ARI","SF","X",8,"fly_ball",0,0,2020,"-1.13","0.11","0.08","2.04",,445055,594777,2,3,"Bot",118.86,82.1,,,663698,,,7.471665412289583,-119.65085715938365,-3.1327397475481686,-12.342532219828186,24.488836293290735,-30.710433952646234,"3.64","1.73",278,"93.8",51,"82.1",1451,"6.3",630217,502239,663698,474832,527038,446334,543063,543105,643289,573262,"54.18",0.013,0.018,"0",1,0,0,3,29,1,"Changeup",0,4,0,4,4,0,0,4,"Strategic","Standard",241,"-0.034","-0.475"
"CH","2020-08-29","83.3","3.47","5.07","Marte, Ketel",606466,453265,"force_out","hit_into_play",,,,,14,"Ketel Marte grounds into a force out, shortstop Brandon Crawford to second baseman Wilmer Flores.   Tim Locastro out at 2nd.    Ketel Marte to 1st.","R","R","L","ARI","SF","X",6,"ground_ball",1,1,2020,"1.5","0.39","1.56","2.24",,,641796,1,8,"Bot",117.76,149.54,,,663698,,,-7.295286912028953,-121.04095306418112,-0.6794525086493791,16.18859233871407,27.597091433745046,-28.49608437649349,"3.64","1.73",6,"86.6",-20,"82.4",2149,"6.1",630217,453265,663698,474832,527038,446334,543063,621453,643289,573262,"54.38",0.107,0.105,"0",1,0,0,2,68,3,"Changeup",2,4,2,4,4,2,2,4,"Standard","Standard",108,"-0.054","-0.352"
"CH","2020-08-29","84.9","-1.89","6.36","Marte, Ketel",606466,502239,"field_out","hit_into_play",,,,,14,"Ketel Marte grounds out sharply to first baseman Brandon Belt.","R","L","R","ARI","SF","X",3,"ground_ball",0,1,2020,"-1.3","0.16","0.19","1.42",,,,1,1,"Bot",169.37,154.83,,,663698,,,7.445475079403594,-123.36813754701659,-5.486350678945877,-14.797244452648762,26.498443123045682,-29.563734462825366,"3.64","1.73",10,"101.3",-9,"84.5",1797,"6.3",630217,502239,663698,474832,527038,446334,543063,543105,643289,573262,"54.22",0.28,0.276,"0",1,0,0,2,8,2,"Changeup",0,2,0,2,2,0,0,2,"Infield shift","Standard",250,"-0.016","-0.142"
"FC","2020-08-29","93.9","-2.18","5.84","Marte, Ketel",606466,656322,"field_out","hit_into_play",,,,,8,"Ketel Marte pops out to shortstop Brandon Crawford in foul territory.","R","L","R","ARI","SF","X",6,"popup",1,2,2020,"0.08","0.86","0.16","2.21",,,,0,6,"Bot",75.92,169.14,,,663698,,,5.878588989577495,-136.67401948192236,-5.611436638724599,-0.28871183803570794,29.086014883394864,-20.381276877366044,"3.64","1.73",139,"65.2",66,"94",2722,"6.3",630217,656322,663698,474832,527038,446334,543063,543105,643289,573262,"54.22",0.007,0.007,"0",1,0,0,3,49,4,"Cutter",2,4,2,4,4,2,2,4,"Infield shift","Standard",194,"-0.035","-0.181"
"FF","2020-08-28","89.6","1.7","6.52","Marte, Ketel",606466,542881,"single","hit_into_play",,,,,2,"Ketel Marte singles on a fly ball to right fielder Joey Rickard.   Tim Locastro to 2nd.","R","R","L","ARI","SF","X",9,"fly_ball",0,1,2020,"0.65","1.78","0.09","3.56",,,641796,0,5,"Bot",186.6,143.9,,,663698,,,-5.323874076230184,-130.29508914019712,-4.9647019460027755,8.648276118230438,30.952367524848277,-11.12382777916941,"3.64","1.73",195,"72.2",54,"88.6",2382,"6",630216,542881,663698,474832,456781,446334,543063,543105,573262,572073,"54.51",0.087,0.091,"0.9",1,1,0,3,39,2,"4-Seam Fastball",3,0,3,0,0,3,3,0,"Standard","Standard",155,"0.018","0.747"
"FF","2020-08-28","94.4","2.61","5.78","Marte, Ketel",606466,670056,"field_out","hit_into_play",,,,,12,"Ketel Marte flies out to right fielder Joey Rickard in foul territory.   Tim Locastro to 2nd.","R","R","L","ARI","SF","X",9,"fly_ball",0,2,2020,"0.82","1.81","1.16","3.25",,,641796,0,6,"Bot",212.88,124.79,,,663698,,,-5.625414861166752,-137.24056108991957,-4.906323551878193,11.611085408952862,34.022156474767066,-8.464104157317266,"3.64","1.73",268,"81.1",44,"94.5",2615,"6.7",630216,670056,663698,474832,456781,446334,543063,543105,573262,572073,"53.83",0.007,0.006,"0",1,0,0,3,52,3,"4-Seam Fastball",7,1,7,1,1,7,7,1,"Standard","Standard",149,"-0.001","-0.278"
"CH","2020-08-28","81.4","2.06","6.38","Marte, Ketel",606466,542881,"double","hit_into_play",,,,,14,"Ketel Marte hits a ground-rule double (11) on a line drive to left-center field.","R","R","L","ARI","SF","X",,"line_drive",3,2,2020,"0.94","1.29","0.89","1.98",,,,1,1,"Bot",68.48,27.55,,,663698,,,-4.384411112982063,-118.27308737384058,-5.642543080251883,9.637430599837959,24.46384111987752,-19.186977829004917,"3.64","1.73",380,"99.5",21,"80.6",2076,"6",630216,542881,663698,474832,456781,446334,543063,543105,573262,572073,"54.5",0.447,0.527,"1.25",1,1,1,5,7,6,"Changeup",0,0,0,0,0,0,0,0,"Strategic","Standard",136,"0.04","0.388"
"CU","2020-08-26","78.7","-1.9","5.95","Marte, Ketel",606466,592351,"field_out","hit_into_play",,,,,14,"Ketel Marte lines out to right fielder Charlie Blackmon.","R","L","R","ARI","COL","X",9,"line_drive",0,2,2020,"1.16","-0.2","0.24","1.6",,,,0,6,"Bot",195.19,93.92,,,460077,,,2.4855847098785255,-114.4918739072906,-2.1458843968051,9.59841135542068,24.09491826615005,-33.72448612983082,"3.64","1.73",296,"99.1",18,"78.4",2683,"6.4",630099,592351,460077,658069,663898,571448,596115,656541,641658,453568,"54.07",0.513,0.623,"0",1,0,0,4,49,3,"Curveball",1,3,1,3,3,1,1,3,"Strategic","Standard",50,"-0.035","-0.154"
"FF","2020-08-26","95.4","-2.08","5.63","Marte, Ketel",606466,592351,"field_out","hit_into_play",,,,,12,"Ketel Marte pops out softly to shortstop Trevor Story.","R","L","R","ARI","COL","X",6,"popup",0,1,2020,"-1.09","1.28","0.87","3.11",,,519390,2,3,"Bot",124.1,121.82,,,460077,,,10.253303188748948,-138.5106871589437,-3.7941797932628942,-16.4751744394877,33.72166631632417,-15.126238941200532,"3.64","1.73",188,"65.7",49,"95.4",2296,"6.6",630099,592351,460077,658069,663898,571448,596115,656541,641658,453568,"53.91",0.173,0.167,"0",1,0,0,3,25,2,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",219,"-0.026","-0.212"
"SL","2020-08-26","85.4","-1.77","5.97","Marte, Ketel",606466,622075,"field_out","hit_into_play",,,,,7,"Ketel Marte grounds out to first baseman Josh Fuentes.   Kole Calhoun to 3rd.","R","L","R","ARI","COL","X",3,"ground_ball",1,0,2020,"0.35","0.23","-0.39","1.66",,594777,,0,8,"Bot",164.78,150.56,,,460077,,,2.5530260102854188,-124.33457440919447,-4.310519559508689,3.0425263709083774,26.081762876951956,-29.136988457763934,"3.64","1.73",8,"91.4",-11,"85.4",2041,"6.4",630099,622075,460077,658069,663898,571448,596115,656541,641658,453568,"54.11",0.18,0.177,"0",1,0,0,2,71,2,"Slider",1,8,1,8,8,1,1,8,"Standard","Standard",76,"-0.004","-0.34"
"FF","2020-08-26","95.9","-1.98","5.59","Marte, Ketel",606466,592351,"field_out","hit_into_play",,,,,2,"Ketel Marte flies out to left fielder Sam Hilliard.","R","L","R","ARI","COL","X",7,"fly_ball",1,2,2020,"-0.97","1.07","0.06","3.69",,,,1,1,"Bot",76.15,84.42,,,460077,,,7.60067587766573,-139.47530859189035,-1.829558383363802,-14.32295817487253,31.887386252413226,-18.00066347724769,"3.64","1.73",296,"82.3",37,"96",2329,"6.4",630099,592351,460077,658069,663898,571448,596115,656541,641658,453568,"54.08",0.04,0.064,"0",1,0,0,3,8,5,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",223,"-0.016","-0.118"
"FF","2020-08-26","96.9","-0.86","5.96","Marte, Ketel",606466,545064,"force_out","hit_into_play",,,,,8,"Ketel Marte grounds into a force out, first baseman Josh Fuentes to shortstop Trevor Story.   Nick Ahmed scores.    Stephen Vogt to 3rd.    Kole Calhoun out at 2nd.    Ketel Marte to 1st.","R","L","R","ARI","COL","X",3,"ground_ball",1,0,2020,"-0.66","1.21","0.18","2.23",605113,519390,594777,1,9,"Bot",169.98,144.22,,,460077,,,4.288791701655858,-140.90214557695265,-7.144219885445456,-9.795543494029356,34.558888878201664,-14.567915933792973,"3.64","1.73",6,"87.7",-20,"96.3",2185,"6.2",630099,545064,460077,658069,663898,571448,596115,656541,641658,453568,"54.33",0.127,0.139,"0",1,0,0,2,83,2,"4-Seam Fastball",3,8,3,8,8,4,4,8,"Standard","Standard",215,"-0.029","-1.019"
"FF","2020-08-25","97","-2.3","6.29","Marte, Ketel",606466,608566,"field_out","hit_into_play",,,,,6,"Ketel Marte flies out to right fielder Charlie Blackmon.","R","L","R","ARI","COL","X",9,"fly_ball",1,2,2020,"-0.6","1.3","0.63","2.36",500871,605113,594777,2,4,"Bot",174.89,80.58,,,460077,,,9.065844203372137,-140.69849522669372,-7.733415377112006,-10.291670326331356,36.413936757824416,-13.223705952988428,"3.64","1.73",303,"81.7",31,"94.9",2115,"5.6",630194,608566,460077,658069,663898,571448,596115,606132,641658,453568,"54.94",0.06,0.068,"0",1,0,0,3,38,4,"4-Seam Fastball",3,3,3,3,3,3,3,3,"Standard","Standard",224,"-0.086","-0.519"
"SI","2020-08-25","95","-2.52","6.31","Marte, Ketel",606466,608566,"force_out","hit_into_play",,,,,8,"Ketel Marte grounds into a force out, first baseman Josh Fuentes to shortstop Trevor Story.   Kole Calhoun out at 2nd.  Ketel Marte advances to 2nd, on a throwing error by shortstop Trevor Story.","R","L","R","ARI","COL","X",3,"ground_ball",2,1,2020,"-1.1","0.95","0.04","2.07",,,594777,0,3,"Bot",146.07,176.33,,,460077,,,8.995447772640276,-137.8614276552492,-7.4098511841549985,-16.056228100455932,31.873950923428566,-18.575790795172892,"3.64","1.73",9,"96.1",-13,"93.3",2273,"5.5",630194,608566,460077,658069,663898,571448,596115,606132,641658,453568,"54.97",0.18,0.166,"0",1,0,0,2,25,4,"Sinker",2,2,2,2,2,2,2,2,"Standard","Standard",212,"-0.018","-0.595"
"FF","2020-08-25","98","-2.46","5.71","Marte, Ketel",606466,453268,"strikeout","swinging_strike",,,,,11,"Ketel Marte strikes out swinging.","R","L","R","ARI","COL","S",2,,0,2,2020,"-0.51","1.4","-1.04","3.53",,,594777,0,9,"Bot",,,,,547172,,,4.993289672125729,-142.50833891022174,-3.569970986300147,-8.210642369288642,36.02464813792078,-12.626886991029995,"3.64","1.73",,,,"97.4",2745,"6.2",630194,453268,547172,658069,641857,571448,596115,606132,641658,656541,"54.31",,,"0",1,0,0,,81,3,"4-Seam Fastball",3,5,3,5,5,3,3,5,"Standard","Standard",212,"-0.074","-0.265"
"FF","2020-08-25","96.6","-2.47","6.21","Marte, Ketel",606466,608566,"double","hit_into_play",,,,,8,"Ketel Marte doubles (10) on a line drive to center fielder Garrett Hampson.","R","L","R","ARI","COL","X",8,"line_drive",1,0,2020,"-0.68","1.18","0.15","2.11",,,,1,1,"Bot",79.87,33.47,,,460077,,,8.374152481797488,-140.18797296936444,-7.841127614247799,-10.967849945300092,33.870712175682904,-14.998936321783784,"3.64","1.73",372,"99.4",22,"94.6",2167,"5.4",630194,608566,460077,658069,663898,571448,596115,606132,641658,453568,"55.08",0.427,0.544,"1.25",1,1,1,5,9,2,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",223,"0.041","0.401"
"CH","2020-08-25","87.6","-2.55","5.8","Marte, Ketel",606466,608032,"field_out","hit_into_play",,,,,7,"Ketel Marte grounds out, first baseman Josh Fuentes to pitcher Carlos Estevez.","R","L","R","ARI","COL","X",3,"ground_ball",1,1,2020,"-1.27","0.22","-0.44","2.23",,,,0,7,"Bot",169.04,143.24,,,547172,,,7.734728732786177,-127.31892479502393,-2.874435523915876,-15.50745972334868,29.272278141740912,-29.348236391659466,"3.64","1.73",105,"88.9",6,"87.1",1513,"6.3",630194,608032,547172,658069,641857,571448,596115,606132,641658,453568,"54.22",0.487,0.467,"0",1,0,0,4,64,3,"Changeup",3,5,3,5,5,3,3,5,"Standard","Standard",247,"-0.038","-0.241"
"FF","2020-08-24","92.8","-1.8","5.35","Marte, Ketel",606466,624418,"field_out","hit_into_play",,,,,1,"Ketel Marte flies out to left fielder Raimel Tapia.   Kole Calhoun out at 2nd.  Kole Calhoun out at 2nd, catcher Tony Wolters to second baseman Ryan McMahon.","R","L","R","ARI","COL","X",7,"fly_ball",0,0,2020,"-1.26","1.27","-0.37","3.56",,,594777,1,5,"Bot",65.45,132.18,,,547172,,,6.40233847837845,-134.84523638403735,-1.470721702393604,-16.80579924239632,34.56734581903298,-16.714341476850276,"3.64","1.73",215,"86",58,"92.1",2414,"6.4",630193,624418,547172,502517,641857,571448,596115,606132,641658,656541,"54.14",0,0,"0",1,0,0,3,43,1,"4-Seam Fastball",2,3,2,3,3,2,2,3,"Standard","Standard",229,"-0.079","-0.3"
"CH","2020-08-24","86","-1.63","5.45","Marte, Ketel",606466,624418,"walk","ball",,,,,13,"Ketel Marte walks.","R","L","R","ARI","COL","B",,,3,1,2020,"-1.4","0.39","-1.02","1.65",,,,2,3,"Bot",,,,,547172,,,4.2780489245629445,-125.21975041321211,-3.57325827375029,-15.540519216699861,25.65237254680854,-27.504304411654925,"3.49","1.74",,,,"86",1696,"6.3",630193,624418,547172,502517,641857,571448,596115,606132,641658,656541,"54.23",,,"0.7",1,0,0,,25,5,"Changeup",1,2,1,2,2,1,1,2,"Infield shift","Standard",240,"0.015","0.075"
"FF","2020-08-24","94.4","-1.58","5.38","Marte, Ketel",606466,624418,"field_out","hit_into_play",,,,,14,"Ketel Marte flies out to center fielder Garrett Hampson.","R","L","R","ARI","COL","X",8,"fly_ball",2,1,2020,"-1.06","1.28","0.87","1.99",,,,1,1,"Bot",123.1,71.12,,,547172,,,8.69896719290215,-137.0157138635265,-5.873399910626834,-15.433015815971574,33.7249945771344,-14.979335024523298,"3.64","1.73",303,"83.8",35,"93.7",2387,"6.3",630193,624418,547172,502517,641857,571448,596115,606132,641658,656541,"54.25",0.033,0.052,"0",1,0,0,3,6,4,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Infield shift","Standard",227,"-0.017","-0.195"
"FF","2020-08-24","97.2","-2.11","5.81","Marte, Ketel",606466,608032,"field_out","hit_into_play",,,,,6,"Ketel Marte lines out to left fielder Raimel Tapia.","R","L","R","ARI","COL","X",7,"line_drive",0,2,2020,"-1.14","1.27","0.62","2.87",,,,0,8,"Bot",67.11,106.32,,,547172,,,9.920893702414764,-141.13347390613194,-5.199017913343343,-17.59205139416311,35.3549755736277,-14.152514382321558,"3.64","1.73",262,"77.1",28,"96.7",2406,"6.3",630193,608032,547172,502517,641857,571448,596115,606132,641658,656541,"54.17",0.273,0.246,"0",1,0,0,3,63,3,"4-Seam Fastball",2,3,2,3,3,2,2,3,"Strategic","Standard",217,"-0.062","-0.154"
"KC","2020-08-23","78.1","-1.82","6.59","Marte, Ketel",606466,502239,"strikeout","swinging_strike_blocked",,,,,13,"Ketel Marte strikes out swinging.","R","L","R","SF","ARI","S",2,,2,2,2020,"0.73","-1.02","-0.41","0.99",,,594777,0,6,"Top",,,,,663698,,,1.672951101727275,-113.79604627092235,-3.263344951576348,5.9896052964909465,22.049257870283746,-40.62930546705773,"3.64","1.73",,,,"77.6",2844,"6",631029,502239,663698,474832,527038,446334,543063,543105,621453,573262,"54.48",,,"0",1,0,0,,38,5,"Knuckle Curve",1,0,0,1,0,1,0,1,"Infield shift","Standard",116,"0.055","-0.333"
"CH","2020-08-23","83.8","-1.55","6.48","Marte, Ketel",606466,502239,"strikeout","swinging_strike_blocked",,,,,14,"Ketel Marte strikes out swinging.","R","L","R","SF","ARI","S",2,,3,2,2020,"-0.86","-0.06","0.56","0.32",,,,2,3,"Top",,,,,663698,,,6.562651727442342,-121.82500433985956,-7.704067177970966,-9.845341399883692,22.661846015608564,-31.500028904435133,"3.64","1.73",,,,"83.9",1333,"6.3",631029,502239,663698,474832,527038,446334,543063,543105,621453,573262,"54.2",,,"0",1,0,0,,17,8,"Changeup",0,0,0,0,0,0,0,0,"Infield shift","Standard",251,"0.011","-0.135"
"CH","2020-08-23","83","-1.92","6.5","Marte, Ketel",606466,502239,"single","hit_into_play",,,,,13,"Ketel Marte singles on a sharp ground ball to center fielder Steven Duggar.","R","L","R","SF","ARI","X",8,"ground_ball",1,1,2020,"-1.02","-0.14","-1.13","2.15",,,,1,1,"Top",106.42,115.59,,,663698,,,3.7918248838607775,-120.98918381552443,-3.335891055661385,-10.773182740415198,19.834657362244158,-33.16112507705846,"3.64","1.73",8,"96.6",-14,"83.1",1520,"5.9",631029,502239,663698,474832,527038,446334,543063,543105,621453,573262,"54.6",0.2,0.195,"0.9",1,1,0,2,2,3,"Changeup",0,0,0,0,0,0,0,0,"Infield shift","Standard",238,"-0.025","0.272"
"CH","2020-08-22","81.8","2.26","6.31","Marte, Ketel",606466,542881,"double","hit_into_play",,,,,12,"Ketel Marte doubles (9) on a sharp line drive to right fielder Mike Yastrzemski.","R","R","L","SF","ARI","X",9,"line_drive",2,1,2020,"0.76","1.28","1.18","2.88",,,,0,9,"Top",198.67,115,,,663698,,,-3.901387549912665,-119.18496513840658,-3.6805607788072616,7.993236722417641,20.76349164713676,-19.435636081197963,"3.64","1.73",175,"95.3",7,"81.8",1913,"6",631028,542881,663698,474832,456781,446334,543063,543105,643289,573262,"54.47",0.52,0.468,"1.25",1,1,1,4,66,4,"Changeup",5,1,1,5,1,5,1,5,"Standard","Standard",131,"-0.019","0.592"
"FF","2020-08-22","90.6","1.69","6.32","Marte, Ketel",606466,542881,"field_out","hit_into_play",,,,,14,"Ketel Marte flies out to right fielder Mike Yastrzemski.","R","R","L","SF","ARI","X",9,"fly_ball",1,0,2020,"0.58","1.64","0.9","2.65",,,594777,2,6,"Top",214.86,86.78,,,644433,,,-3.1997974217970158,-131.8586785376421,-6.712248487373442,7.493147803856236,28.199244822191464,-11.76147665909841,"3.64","1.73",336,"94.3",33,"90.1",2372,"6",631028,542881,644433,474832,456781,446334,543063,543105,621453,573262,"54.52",0.147,0.258,"0",1,0,0,3,40,2,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",157,"0.038","-0.286"
"CH","2020-08-22","80.5","2.18","6.21","Marte, Ketel",606466,542881,"field_out","hit_into_play",,,,,9,"Ketel Marte flies out to left fielder Alex Dickerson.","R","R","L","SF","ARI","X",7,"fly_ball",0,0,2020,"0.87","1.33","0.38","2.05",,,,0,4,"Top",66.26,81.57,,,644433,,,-5.590493820258946,-117.09778953535613,-5.038316885371494,9.023905563872214,22.34243858048915,-19.195150172866,"3.64","1.73",310,"83.9",30,"79.8",1931,"5.9",631028,542881,644433,474832,456781,446334,543063,543105,621453,573262,"54.63",0.08,0.111,"0",1,0,0,3,24,1,"Changeup",1,0,0,1,0,1,0,1,"Standard","Standard",129,"0.028","-0.251"
"FF","2020-08-22","91.6","2.01","6.32","Marte, Ketel",606466,542881,"double","hit_into_play",,,,,11,"Ketel Marte doubles (8) on a sharp line drive to left fielder Alex Dickerson.","R","R","L","SF","ARI","X",7,"line_drive",1,2,2020,"0.77","1.61","-0.36","3.9",,,,1,1,"Top",31.66,95.54,,,644433,,,-7.584076379873419,-133.22381021183904,-3.699255001640608,10.85107862876953,28.753716582397587,-12.366786296459383,"3.64","1.73",237,"105",13,"90.9",2436,"5.9",631028,542881,644433,474832,456781,446334,543063,543105,621453,573262,"54.59",0.867,0.884,"1.25",1,1,1,4,2,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",148,"-0.041","0.478"
"FC","2020-08-21","89.8","-2.15","5.4","Marte, Ketel",606466,657277,"field_out","hit_into_play",,,,,3,"Ketel Marte grounds out, shortstop Brandon Crawford to first baseman Wilmer Flores.","R","L","R","SF","ARI","X",6,"ground_ball",1,0,2020,"-0.12","0.74","0.34","3.06",,,,0,6,"Top",140.15,128.04,,,663698,,,6.468775293485131,-130.88887432960146,-1.5031299889899639,-2.4749953295628875,22.974630334109467,-23.458643671282,"3.65","1.73",81,"84.5",4,"91.1",2336,"6.6",631027,657277,663698,527038,456781,446334,543063,452254,643289,573262,"53.91",0.353,0.342,"0",1,0,0,2,46,2,"Cutter",4,2,2,4,2,4,2,4,"Infield shift","Standard",230,"0.03","-0.292"
"CH","2020-08-21","84.1","-2.18","5.41","Marte, Ketel",606466,657277,"field_out","hit_into_play",,,,,5,"Ketel Marte lines out to third baseman Evan Longoria.","R","L","R","SF","ARI","X",5,"line_drive",2,2,2020,"-1.18","-0.22","0.09","2.69",,,,0,4,"Top",143.89,139.2,,,663698,,,7.583256780307059,-122.51038592415335,0.35891825852523196,-13.23079759419365,18.93801278768187,-34.65525285460036,"3.65","1.73",153,"66.7",15,"84.7",1467,"6.2",631027,657277,663698,527038,456781,446334,543063,452254,643289,573262,"54.35",0.387,0.348,"0",1,0,0,2,27,5,"Changeup",2,0,0,2,0,2,0,2,"Infield shift","Strategic",258,"0.026","-0.216"
"SI","2020-08-21","91","3.4","5.03","Marte, Ketel",606466,453265,"strikeout","called_strike",,,,,7,"Ketel Marte called out on strikes.","R","R","L","SF","ARI","S",2,,2,2,2020,"1.34","0.76","-0.51","1.78",,,594777,2,8,"Top",,,,,663698,,,-12.541183118414127,-131.96914807521637,-3.8245663726143038,18.2795828844268,26.919696185741138,-22.661997257316827,"3.54","1.77",,,,"90.3",2270,"5.9",631027,453265,663698,474832,456781,446334,543063,543105,643289,573262,"54.57",,,"0",1,0,0,,65,5,"Sinker",6,2,2,6,2,6,2,6,"Standard","Standard",104,"0.008","-0.216"
