,PITCH,PITCHER,RELSPEED
614,SI,"Webb, Logan",92.75275423076923
615,SI,"Williams, Taylor",95.062704
616,SI,"Wisler, Matthew",91.81574499999999
617,SI,"Yardley, Eric",87.30765583333334
618,SI,"Young, Alex",89.4847425
619,SL,"Abreu, Albert",87.815878
620,SL,"Adams, Austin",87.8292096551724
621,SL,"Alcala, Jorge",88.06427235294119
622,SL,"Alexander, Scott",85.3299
623,SL,"Altavilla, Dan",90.41895857142858
624,SL,"Alvarez, Jose",82.24105333333334
625,SL,"Andriese, Matt",85.89451833333334
626,SL,"Antone, Tejay",83.92671666666666
627,SL,"Baragar, Caleb",83.61351333333333
628,SL,"Bassitt, Chris",75.97557
629,SL,"Bauer, Trevor",80.945288
630,SL,"Bedrosian, Cam",82.91771944444446
631,SL,"Benjamin, Wes",85.80925548387097
632,SL,"Borucki, Ryan",86.68055050000001
633,SL,"Bowden, Ben",80.36177
634,SL,"Boxberger, Bradley",89.5168775
635,SL,"Buehler, Walker",86.34964699999999
636,SL,"Bukauskas, J.B.",86.720465
637,SL,"Burdi, Zack",87.35868727272727
638,SL,"Burnes, Corbin",87.71267615384615
639,SL,"Bush, Matt",86.14862000000001
640,SL,"Cahill, Trevor",84.99102227272728
641,SL,"Castillo, Diego",87.5078753125
642,SL,"Cease, Dylan",85.67006478260869
643,SL,"Cessa, Luis",82.6607675
644,SL,"Chapman, Aroldis",87.616925
645,SL,"Cishek, Steven",75.92200249999999
646,SL,"Clarke, Taylor",87.32279166666666
647,SL,"Cody, Kyle",84.80169
648,SL,"Cole, Gerrit",88.20807043478261
649,SL,"Crick, Kyle",79.059704
650,SL,"Crochet, Garrett",85.08466
651,SL,"Darvish, Yu",84.37756673202614
652,SL,"De Geus, Brett",88.62865333333333
653,SL,"DeSclafani, Anthony",87.97820446428571
654,SL,"Devenski, Christopher",78.911585
655,SL,"Diekman, Jacob",84.16604285714286
656,SL,"Dobnak, Randy",83.77215866666667
657,SL,"Dolis, Rafael",84.11406333333333
658,SL,"Doval, Camilo",86.45597692307692
659,SL,"Duffey, Tyler",85.47121
660,SL,"Dunning, Dane",81.36346023809524
661,SL,"Emanuel, Kent",79.32170166666667
662,SL,"Eovaldi, Nathan",85.31484617021277
663,SL,"Estevez, Carlos",84.13774
664,SL,"Fairbanks, Peter",87.54882666666667
665,SL,"Fleming, Josh",85.9113488888889
666,SL,"Flexen, Christopher",87.6189725
667,SL,"Foltynewicz, Mike",84.03627127272728
668,SL,"Foster, Matt",83.636394
669,SL,"Fry, Paul",85.99105999999999
670,SL,"Gallen, Zac",85.30513125
671,SL,"Garcia, Jarlin",81.269355
672,SL,"Garrett, Amir",84.50809000000001
673,SL,"Gausman, Kevin",81.61898461538462
674,SL,"Gibson, Kyle",84.41359347826086
675,SL,"Gilbreath, Lucas",81.54567
676,SL,"Ginkel, Kevin",84.020739
677,SL,"Giolito, Lucas",86.029687
678,SL,"Givens, Mychal",83.82955000000001
679,SL,"Glasnow, Tyler",87.99365392857143
680,SL,"Gomber, Austin",84.72768545454545
681,SL,"Gonzales, Marco",79.35757
682,SL,"Gonzalez, Victor",84.00135
683,SL,"Graterol, Brusdar",88.252673
684,SL,"Gray, Jonathan",86.96606879999999
685,SL,"Happ, J A",83.7369361111111
686,SL,"Head, Louis",84.13541611111111
687,SL,"Hearn, Taylor",83.51762789473685
688,SL,"Hendriks, Liam",90.12463
689,SL,"Hernandez, Darwinzon",84.056935
690,SL,"Heuer, Codi",87.046204
691,SL,"Hill, Tim",84.05524551724137
692,SL,"Honeywell Jr, Brent",87.37044666666667
693,SL,"Houck, Tanner",84.289619
694,SL,"Iglesias, Raisel",86.26561333333332
695,SL,"Jansen, Kenley",83.380926
696,SL,"Johnson, Pierce",84.45996567567568
697,SL,"Kennedy, Ian",88.54681
698,SL,"Kershaw, Clayton",88.36967095238094
699,SL,"Kikuchi, Yusei",83.86833717948718
700,SL,"King, John",80.80301
701,SL,"Kinley, Tyler",90.08917
702,SL,"Kittredge, Andrew",88.504721
703,SL,"Kluber, Corey",82.09975666666668
704,SL,"Kopech, Michael",84.06120818181817
705,SL,"Kremer, Dean",87.44970516129032
706,SL,"Lawrence, Justin",82.60168444444444
707,SL,"Littell, Zack",85.4958625
708,SL,"Lopez, Yoan",87.00052461538462
709,SL,"Luetge, Lucas",83.45777566666668
710,SL,"Lyles, Jordan",84.9911534920635
711,SL,"Maeda, Kenta",83.44158789473684
712,SL,"Mahle, Tyler",87.36199857142857
713,SL,"Margevicius, Nicholas",83.61315
714,SL,"Marshall, Evan",82.51699166666667
715,SL,"Martin, Brett",86.87382333333333
716,SL,"Mayers, Mike",86.28011
717,SL,"Mayza, Tim",86.54073692307692
718,SL,"Mazza, Chris",81.19182
719,SL,"McClanahan, Shane",89.86536545454545
720,SL,"McCullers, Lance",86.18231833333334
721,SL,"McGee, Jacob",81.15916
722,SL,"McHugh, Collin",79.59447653846154
723,SL,"Middleton, Keynan",84.60577
724,SL,"Milone, Tommy",78.52331666666667
725,SL,"Montero, Rafael",84.06037571428571
726,SL,"Montgomery, Jordan",85.55228
727,SL,"Morejon, Adrian",85.7518975
728,SL,"Moronta, Reyes",80.87977928571429
729,SL,"Nelson, Jimmy",86.620155
730,SL,"Nelson, Nick",86.67328
731,SL,"Newsome, Ljay",78.081304
732,SL,"Northcraft, Aaron",81.71617333333334
733,SL,"O'Day, Darren",78.81234
734,SL,"Ottavino, Adam",80.697418
735,SL,"Pagan, Emilio",87.18940178082191
736,SL,"Patino, Luis",86.14955428571429
737,SL,"Peacock, Matt",86.95868166666666
738,SL,"Peralta, Wandy",88.42456428571428
739,SL,"Phelps, David",83.69826
740,SL,"Pineda, Michael",81.38351070422536
741,SL,"Pivetta, Nick",85.89565857142858
742,SL,"Plutko, Adam",87.53266357142857
743,SL,"Quintana, Jose",80.5886875
744,SL,"Ramirez, Nick",84.28103125
745,SL,"Rasmussen, Drew",86.59755
746,SL,"Reed, Cody",87.41970599999999
747,SL,"Richards, Garrett",88.01887878787879
748,SL,"Richards, Trevor",84.62440545454545
749,SL,"Rodriguez, Christopher",91.376685
750,SL,"Rodriguez, Eduardo",81.92022
751,SL,"Rodriguez, Joely",86.65842
752,SL,"Rogers, Taylor",84.268325
753,SL,"Rogers, Tyler",71.01712142857143
754,SL,"Rowen, Benjamin",72.10020125
755,SL,"Ruiz, Jose",89.63699000000001
756,SL,"Sadler, Casey",85.099085
757,SL,"Santana, Dennis",87.70384647058825
758,SL,"Santana, Ervin",84.66112111111111
759,SL,"Sawamura, Hirokazu",87.0027935483871
760,SL,"Sborz, Josh",88.82433117647058
761,SL,"Selman, Sam",80.52026875
762,SL,"Senzatela, Antonio",84.67163
763,SL,"Sheffield, Jordan",87.16760000000001
764,SL,"Shoemaker, Matthew",81.98383625000001
765,SL,"Sims, Luke",83.75806800000001
766,SL,"Singer, Brady",84.81338866666667
767,SL,"Smeltzer, Devin",78.2532625
768,SL,"Smith, Caleb",83.57285041666667
769,SL,"Smith, Riley",82.7498175
770,SL,"Snell, Blake",87.31142584615385
771,SL,"Soria, Joakim",80.361785
772,SL,"Springs, Jeffrey",82.65912285714286
773,SL,"Stammen, Craig",88.71699625
774,SL,"Stashak, Cody",82.43173684210527
775,SL,"Steckenrider, Drew",80.53444862068966
776,SL,"Stephenson, Robert",82.23820428571427
777,SL,"Strickland, Hunter",85.7981916
778,SL,"Sulser, Cole",85.76365
779,SL,"Swarzak, Anthony",85.87945
780,SL,"Taylor, Josh",86.06091969230769
781,SL,"Thielbar, Caleb",80.159672
782,SL,"Thompson, Ryan",78.04940807692307
783,SL,"Treinen, Blake",87.0446775
784,SL,"Underwood Jr., Duane",85.184635
785,SL,"Valdez, Phillips",81.996718
786,SL,"Vest, Will",85.57866352941176
787,SL,"Wacha, Michael",86.40076
788,SL,"Waddell, Brandon",86.04071545454545
789,SL,"Watson, Tony",81.475134
790,SL,"Weathers, Ryan",86.84059414634146
791,SL,"Wells, Tyler",86.77838714285714
792,SL,"Whitlock, Garrett",80.721045
793,SL,"Widener, Taylor",84.82137333333334
794,SL,"Williams, Taylor",86.04706350000001
795,SL,"Wisler, Matthew",82.21610461538461
796,SL,"Yarbrough, Ryan",71.20631618181818
797,SL,"Yardley, Eric",73.149145
798,SL,"Zimmermann, Bruce",86.15644214285714
799,SL,"Zuber, Tyler",85.2987157142857
